panel	vclass	cell	n_cells	n_found	recall	delta_vs_full
drop_cyclostome	Myxini	ITPR2	1	0	0.0	0
drop_cyclostome	Myxini	ITPR3	1	0	0.0	0
drop_cyclostome	Myxini	RYR	1	1	1.0	0
drop_cyclostome	Testudines	ITPR1	1	1	1.0	0
drop_cyclostome	Testudines	ITPR2	1	1	1.0	0
drop_cyclostome	Testudines	ITPR3	1	1	1.0	0
drop_cyclostome	Testudines	RYR	1	1	1.0	0
drop_lobe_finned_fish	Actinopteri	ITPR1	88	79	0.8977	0
drop_lobe_finned_fish	Actinopteri	ITPR2	88	79	0.8977	0
drop_lobe_finned_fish	Actinopteri	ITPR3	88	77	0.875	-1
drop_lobe_finned_fish	Actinopteri	RYR	88	81	0.9205	0
drop_lobe_finned_fish	Amphibia	ITPR1	8	7	0.875	0
drop_lobe_finned_fish	Amphibia	ITPR2	8	7	0.875	0
drop_lobe_finned_fish	Amphibia	ITPR3	8	7	0.875	0
drop_lobe_finned_fish	Amphibia	RYR	8	8	1.0	0
drop_lobe_finned_fish	Aves	ITPR1	152	115	0.7566	0
drop_lobe_finned_fish	Aves	ITPR2	152	110	0.7237	0
drop_lobe_finned_fish	Aves	ITPR3	152	127	0.8355	0
drop_lobe_finned_fish	Aves	RYR	152	117	0.7697	0
drop_lobe_finned_fish	Chondrichthyes	ITPR1	12	12	1.0	0
drop_lobe_finned_fish	Chondrichthyes	ITPR2	12	12	1.0	0
drop_lobe_finned_fish	Chondrichthyes	ITPR3	12	12	1.0	0
drop_lobe_finned_fish	Chondrichthyes	RYR	12	12	1.0	0
drop_lobe_finned_fish	Cladistia	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Cladistia	ITPR2	1	1	1.0	0
drop_lobe_finned_fish	Cladistia	ITPR3	1	1	1.0	0
drop_lobe_finned_fish	Cladistia	RYR	1	1	1.0	0
drop_lobe_finned_fish	Coelacanthimorpha	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Coelacanthimorpha	ITPR2	1	1	1.0	0
drop_lobe_finned_fish	Coelacanthimorpha	ITPR3	1	1	1.0	0
drop_lobe_finned_fish	Coelacanthimorpha	RYR	1	1	1.0	0
drop_lobe_finned_fish	Crocodylia	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Crocodylia	ITPR2	1	1	1.0	0
drop_lobe_finned_fish	Crocodylia	ITPR3	1	1	1.0	0
drop_lobe_finned_fish	Crocodylia	RYR	1	1	1.0	0
drop_lobe_finned_fish	Dipnoi	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Dipnoi	ITPR2	1	1	1.0	0
drop_lobe_finned_fish	Dipnoi	ITPR3	1	1	1.0	0
drop_lobe_finned_fish	Dipnoi	RYR	1	1	1.0	0
drop_lobe_finned_fish	Hyperoartia	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Hyperoartia	ITPR2	1	0	0.0	0
drop_lobe_finned_fish	Hyperoartia	ITPR3	1	0	0.0	0
drop_lobe_finned_fish	Hyperoartia	RYR	1	1	1.0	0
drop_lobe_finned_fish	Lepidosauria	ITPR1	5	4	0.8	0
drop_lobe_finned_fish	Lepidosauria	ITPR2	5	3	0.6	0
drop_lobe_finned_fish	Lepidosauria	ITPR3	5	4	0.8	0
drop_lobe_finned_fish	Lepidosauria	RYR	5	5	1.0	0
drop_lobe_finned_fish	Mammalia	ITPR1	37	37	1.0	0
drop_lobe_finned_fish	Mammalia	ITPR2	37	37	1.0	0
drop_lobe_finned_fish	Mammalia	ITPR3	37	36	0.973	0
drop_lobe_finned_fish	Mammalia	RYR	37	37	1.0	0
drop_lobe_finned_fish	Myxini	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Myxini	ITPR2	1	0	0.0	0
drop_lobe_finned_fish	Myxini	ITPR3	1	0	0.0	0
drop_lobe_finned_fish	Myxini	RYR	1	1	1.0	0
drop_lobe_finned_fish	Testudines	ITPR1	1	1	1.0	0
drop_lobe_finned_fish	Testudines	ITPR2	1	1	1.0	0
drop_lobe_finned_fish	Testudines	ITPR3	1	1	1.0	0
drop_lobe_finned_fish	Testudines	RYR	1	1	1.0	0
drop_mammal	Actinopteri	ITPR1	88	79	0.8977	0
drop_mammal	Actinopteri	ITPR2	88	79	0.8977	0
drop_mammal	Actinopteri	ITPR3	88	78	0.8864	0
drop_mammal	Actinopteri	RYR	88	81	0.9205	0
drop_mammal	Amphibia	ITPR1	8	7	0.875	0
drop_mammal	Amphibia	ITPR2	8	7	0.875	0
drop_mammal	Amphibia	ITPR3	8	7	0.875	0
drop_mammal	Amphibia	RYR	8	8	1.0	0
drop_mammal	Aves	ITPR1	152	115	0.7566	0
drop_mammal	Aves	ITPR2	152	110	0.7237	0
drop_mammal	Aves	ITPR3	152	127	0.8355	0
drop_mammal	Aves	RYR	152	117	0.7697	0
drop_mammal	Chondrichthyes	ITPR1	12	12	1.0	0
drop_mammal	Chondrichthyes	ITPR2	12	12	1.0	0
drop_mammal	Chondrichthyes	ITPR3	12	12	1.0	0
drop_mammal	Chondrichthyes	RYR	12	12	1.0	0
drop_mammal	Cladistia	ITPR1	1	1	1.0	0
drop_mammal	Cladistia	ITPR2	1	1	1.0	0
drop_mammal	Cladistia	ITPR3	1	1	1.0	0
drop_mammal	Cladistia	RYR	1	1	1.0	0
drop_mammal	Coelacanthimorpha	ITPR1	1	1	1.0	0
drop_mammal	Coelacanthimorpha	ITPR2	1	1	1.0	0
drop_mammal	Coelacanthimorpha	ITPR3	1	1	1.0	0
drop_mammal	Coelacanthimorpha	RYR	1	1	1.0	0
drop_mammal	Crocodylia	ITPR1	1	1	1.0	0
drop_mammal	Crocodylia	ITPR2	1	1	1.0	0
drop_mammal	Crocodylia	ITPR3	1	1	1.0	0
drop_mammal	Crocodylia	RYR	1	1	1.0	0
drop_mammal	Dipnoi	ITPR1	1	1	1.0	0
drop_mammal	Dipnoi	ITPR2	1	1	1.0	0
drop_mammal	Dipnoi	ITPR3	1	1	1.0	0
drop_mammal	Dipnoi	RYR	1	1	1.0	0
drop_mammal	Hyperoartia	ITPR1	1	1	1.0	0
drop_mammal	Hyperoartia	ITPR2	1	0	0.0	0
drop_mammal	Hyperoartia	ITPR3	1	0	0.0	0
drop_mammal	Hyperoartia	RYR	1	1	1.0	0
drop_mammal	Lepidosauria	ITPR1	5	4	0.8	0
drop_mammal	Lepidosauria	ITPR2	5	3	0.6	0
drop_mammal	Lepidosauria	ITPR3	5	4	0.8	0
drop_mammal	Lepidosauria	RYR	5	5	1.0	0
drop_mammal	Mammalia	ITPR1	37	37	1.0	0
drop_mammal	Mammalia	ITPR2	37	37	1.0	0
drop_mammal	Mammalia	ITPR3	37	36	0.973	0
drop_mammal	Mammalia	RYR	37	37	1.0	0
drop_mammal	Myxini	ITPR1	1	1	1.0	0
drop_mammal	Myxini	ITPR2	1	0	0.0	0
drop_mammal	Myxini	ITPR3	1	0	0.0	0
drop_mammal	Myxini	RYR	1	1	1.0	0
drop_mammal	Testudines	ITPR1	1	1	1.0	0
drop_mammal	Testudines	ITPR2	1	1	1.0	0
drop_mammal	Testudines	ITPR3	1	1	1.0	0
drop_mammal	Testudines	RYR	1	1	1.0	0
drop_ray_finned_fish	Actinopteri	ITPR1	88	79	0.8977	0
drop_ray_finned_fish	Actinopteri	ITPR2	88	78	0.8864	-1
drop_ray_finned_fish	Actinopteri	ITPR3	88	78	0.8864	0
drop_ray_finned_fish	Actinopteri	RYR	88	81	0.9205	0
drop_ray_finned_fish	Amphibia	ITPR1	8	7	0.875	0
drop_ray_finned_fish	Amphibia	ITPR2	8	7	0.875	0
drop_ray_finned_fish	Amphibia	ITPR3	8	7	0.875	0
drop_ray_finned_fish	Amphibia	RYR	8	8	1.0	0
drop_ray_finned_fish	Aves	ITPR1	152	115	0.7566	0
drop_ray_finned_fish	Aves	ITPR2	152	110	0.7237	0
drop_ray_finned_fish	Aves	ITPR3	152	127	0.8355	0
drop_ray_finned_fish	Aves	RYR	152	117	0.7697	0
drop_ray_finned_fish	Chondrichthyes	ITPR1	12	12	1.0	0
drop_ray_finned_fish	Chondrichthyes	ITPR2	12	12	1.0	0
drop_ray_finned_fish	Chondrichthyes	ITPR3	12	12	1.0	0
drop_ray_finned_fish	Chondrichthyes	RYR	12	12	1.0	0
drop_ray_finned_fish	Cladistia	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Cladistia	ITPR2	1	1	1.0	0
drop_ray_finned_fish	Cladistia	ITPR3	1	1	1.0	0
drop_ray_finned_fish	Cladistia	RYR	1	1	1.0	0
drop_ray_finned_fish	Coelacanthimorpha	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Coelacanthimorpha	ITPR2	1	1	1.0	0
drop_ray_finned_fish	Coelacanthimorpha	ITPR3	1	1	1.0	0
drop_ray_finned_fish	Coelacanthimorpha	RYR	1	1	1.0	0
drop_ray_finned_fish	Crocodylia	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Crocodylia	ITPR2	1	1	1.0	0
drop_ray_finned_fish	Crocodylia	ITPR3	1	1	1.0	0
drop_ray_finned_fish	Crocodylia	RYR	1	1	1.0	0
drop_ray_finned_fish	Dipnoi	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Dipnoi	ITPR2	1	1	1.0	0
drop_ray_finned_fish	Dipnoi	ITPR3	1	1	1.0	0
drop_ray_finned_fish	Dipnoi	RYR	1	1	1.0	0
drop_ray_finned_fish	Hyperoartia	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Hyperoartia	ITPR2	1	0	0.0	0
drop_ray_finned_fish	Hyperoartia	ITPR3	1	0	0.0	0
drop_ray_finned_fish	Hyperoartia	RYR	1	1	1.0	0
drop_ray_finned_fish	Lepidosauria	ITPR1	5	4	0.8	0
drop_ray_finned_fish	Lepidosauria	ITPR2	5	3	0.6	0
drop_ray_finned_fish	Lepidosauria	ITPR3	5	4	0.8	0
drop_ray_finned_fish	Lepidosauria	RYR	5	5	1.0	0
drop_ray_finned_fish	Mammalia	ITPR1	37	37	1.0	0
drop_ray_finned_fish	Mammalia	ITPR2	37	37	1.0	0
drop_ray_finned_fish	Mammalia	ITPR3	37	36	0.973	0
drop_ray_finned_fish	Mammalia	RYR	37	37	1.0	0
drop_ray_finned_fish	Myxini	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Myxini	ITPR2	1	0	0.0	0
drop_ray_finned_fish	Myxini	ITPR3	1	0	0.0	0
drop_ray_finned_fish	Myxini	RYR	1	1	1.0	0
drop_ray_finned_fish	Testudines	ITPR1	1	1	1.0	0
drop_ray_finned_fish	Testudines	ITPR2	1	1	1.0	0
drop_ray_finned_fish	Testudines	ITPR3	1	1	1.0	0
drop_ray_finned_fish	Testudines	RYR	1	1	1.0	0
drop_reptile	Actinopteri	ITPR1	88	79	0.8977	0
drop_reptile	Actinopteri	ITPR2	88	79	0.8977	0
drop_reptile	Actinopteri	ITPR3	88	78	0.8864	0
drop_reptile	Actinopteri	RYR	88	81	0.9205	0
drop_reptile	Amphibia	ITPR1	8	7	0.875	0
drop_reptile	Amphibia	ITPR2	8	7	0.875	0
drop_reptile	Amphibia	ITPR3	8	7	0.875	0
drop_reptile	Amphibia	RYR	8	8	1.0	0
drop_reptile	Aves	ITPR1	152	115	0.7566	0
drop_reptile	Aves	ITPR2	152	110	0.7237	0
drop_reptile	Aves	ITPR3	152	127	0.8355	0
drop_reptile	Aves	RYR	152	117	0.7697	0
drop_reptile	Chondrichthyes	ITPR1	12	12	1.0	0
drop_reptile	Chondrichthyes	ITPR2	12	12	1.0	0
drop_reptile	Chondrichthyes	ITPR3	12	12	1.0	0
drop_reptile	Chondrichthyes	RYR	12	12	1.0	0
drop_reptile	Cladistia	ITPR1	1	1	1.0	0
drop_reptile	Cladistia	ITPR2	1	1	1.0	0
drop_reptile	Cladistia	ITPR3	1	1	1.0	0
drop_reptile	Cladistia	RYR	1	1	1.0	0
drop_reptile	Coelacanthimorpha	ITPR1	1	1	1.0	0
drop_reptile	Coelacanthimorpha	ITPR2	1	1	1.0	0
drop_reptile	Coelacanthimorpha	ITPR3	1	1	1.0	0
drop_reptile	Coelacanthimorpha	RYR	1	1	1.0	0
drop_reptile	Crocodylia	ITPR1	1	1	1.0	0
drop_reptile	Crocodylia	ITPR2	1	1	1.0	0
drop_reptile	Crocodylia	ITPR3	1	1	1.0	0
drop_reptile	Crocodylia	RYR	1	1	1.0	0
drop_reptile	Dipnoi	ITPR1	1	1	1.0	0
drop_reptile	Dipnoi	ITPR2	1	1	1.0	0
drop_reptile	Dipnoi	ITPR3	1	1	1.0	0
drop_reptile	Dipnoi	RYR	1	1	1.0	0
drop_reptile	Hyperoartia	ITPR1	1	1	1.0	0
drop_reptile	Hyperoartia	ITPR2	1	0	0.0	0
drop_reptile	Hyperoartia	ITPR3	1	0	0.0	0
drop_reptile	Hyperoartia	RYR	1	1	1.0	0
drop_reptile	Lepidosauria	ITPR1	5	4	0.8	0
drop_reptile	Lepidosauria	ITPR2	5	3	0.6	0
drop_reptile	Lepidosauria	ITPR3	5	4	0.8	0
drop_reptile	Lepidosauria	RYR	5	5	1.0	0
drop_reptile	Mammalia	ITPR1	37	37	1.0	0
drop_reptile	Mammalia	ITPR2	37	37	1.0	0
drop_reptile	Mammalia	ITPR3	37	36	0.973	0
drop_reptile	Mammalia	RYR	37	37	1.0	0
drop_reptile	Myxini	ITPR1	1	1	1.0	0
drop_reptile	Myxini	ITPR2	1	0	0.0	0
drop_reptile	Myxini	ITPR3	1	0	0.0	0
drop_reptile	Myxini	RYR	1	1	1.0	0
drop_reptile	Testudines	ITPR1	1	1	1.0	0
drop_reptile	Testudines	ITPR2	1	1	1.0	0
drop_reptile	Testudines	ITPR3	1	1	1.0	0
drop_reptile	Testudines	RYR	1	1	1.0	0
full38	Actinopteri	ITPR1	88	79	0.8977	0
full38	Actinopteri	ITPR2	88	79	0.8977	0
full38	Actinopteri	ITPR3	88	78	0.8864	0
full38	Actinopteri	RYR	88	81	0.9205	0
full38	Amphibia	ITPR1	8	7	0.875	0
full38	Amphibia	ITPR2	8	7	0.875	0
full38	Amphibia	ITPR3	8	7	0.875	0
full38	Amphibia	RYR	8	8	1.0	0
full38	Aves	ITPR1	152	115	0.7566	0
full38	Aves	ITPR2	152	110	0.7237	0
full38	Aves	ITPR3	152	127	0.8355	0
full38	Aves	RYR	152	117	0.7697	0
full38	Chondrichthyes	ITPR1	12	12	1.0	0
full38	Chondrichthyes	ITPR2	12	12	1.0	0
full38	Chondrichthyes	ITPR3	12	12	1.0	0
full38	Chondrichthyes	RYR	12	12	1.0	0
full38	Cladistia	ITPR1	1	1	1.0	0
full38	Cladistia	ITPR2	1	1	1.0	0
full38	Cladistia	ITPR3	1	1	1.0	0
full38	Cladistia	RYR	1	1	1.0	0
full38	Coelacanthimorpha	ITPR1	1	1	1.0	0
full38	Coelacanthimorpha	ITPR2	1	1	1.0	0
full38	Coelacanthimorpha	ITPR3	1	1	1.0	0
full38	Coelacanthimorpha	RYR	1	1	1.0	0
full38	Crocodylia	ITPR1	1	1	1.0	0
full38	Crocodylia	ITPR2	1	1	1.0	0
full38	Crocodylia	ITPR3	1	1	1.0	0
full38	Crocodylia	RYR	1	1	1.0	0
full38	Dipnoi	ITPR1	1	1	1.0	0
full38	Dipnoi	ITPR2	1	1	1.0	0
full38	Dipnoi	ITPR3	1	1	1.0	0
full38	Dipnoi	RYR	1	1	1.0	0
full38	Hyperoartia	ITPR1	1	1	1.0	0
full38	Hyperoartia	ITPR2	1	0	0.0	0
full38	Hyperoartia	ITPR3	1	0	0.0	0
full38	Hyperoartia	RYR	1	1	1.0	0
full38	Lepidosauria	ITPR1	5	4	0.8	0
full38	Lepidosauria	ITPR2	5	3	0.6	0
full38	Lepidosauria	ITPR3	5	4	0.8	0
full38	Lepidosauria	RYR	5	5	1.0	0
full38	Mammalia	ITPR1	37	37	1.0	0
full38	Mammalia	ITPR2	37	37	1.0	0
full38	Mammalia	ITPR3	37	36	0.973	0
full38	Mammalia	RYR	37	37	1.0	0
full38	Myxini	ITPR1	1	1	1.0	0
full38	Myxini	ITPR2	1	0	0.0	0
full38	Myxini	ITPR3	1	0	0.0	0
full38	Myxini	RYR	1	1	1.0	0
full38	Testudines	ITPR1	1	1	1.0	0
full38	Testudines	ITPR2	1	1	1.0	0
full38	Testudines	ITPR3	1	1	1.0	0
full38	Testudines	RYR	1	1	1.0	0
human_only	Actinopteri	ITPR1	88	79	0.8977	0
human_only	Actinopteri	ITPR2	88	78	0.8864	-1
human_only	Actinopteri	ITPR3	88	77	0.875	-1
human_only	Actinopteri	RYR	88	81	0.9205	0
human_only	Amphibia	ITPR1	8	7	0.875	0
human_only	Amphibia	ITPR2	8	6	0.75	-1
human_only	Amphibia	ITPR3	8	7	0.875	0
human_only	Amphibia	RYR	8	8	1.0	0
human_only	Aves	ITPR1	152	117	0.7697	2
human_only	Aves	ITPR2	152	110	0.7237	0
human_only	Aves	ITPR3	152	127	0.8355	0
human_only	Aves	RYR	152	117	0.7697	0
human_only	Chondrichthyes	ITPR1	12	12	1.0	0
human_only	Chondrichthyes	ITPR2	12	12	1.0	0
human_only	Chondrichthyes	ITPR3	12	12	1.0	0
human_only	Chondrichthyes	RYR	12	12	1.0	0
human_only	Cladistia	ITPR1	1	1	1.0	0
human_only	Cladistia	ITPR2	1	1	1.0	0
human_only	Cladistia	ITPR3	1	1	1.0	0
human_only	Cladistia	RYR	1	1	1.0	0
human_only	Coelacanthimorpha	ITPR1	1	1	1.0	0
human_only	Coelacanthimorpha	ITPR2	1	1	1.0	0
human_only	Coelacanthimorpha	ITPR3	1	1	1.0	0
human_only	Coelacanthimorpha	RYR	1	1	1.0	0
human_only	Crocodylia	ITPR1	1	1	1.0	0
human_only	Crocodylia	ITPR2	1	1	1.0	0
human_only	Crocodylia	ITPR3	1	1	1.0	0
human_only	Crocodylia	RYR	1	1	1.0	0
human_only	Dipnoi	ITPR1	1	1	1.0	0
human_only	Dipnoi	ITPR2	1	1	1.0	0
human_only	Dipnoi	ITPR3	1	1	1.0	0
human_only	Dipnoi	RYR	1	1	1.0	0
human_only	Hyperoartia	ITPR1	1	1	1.0	0
human_only	Hyperoartia	ITPR2	1	0	0.0	0
human_only	Hyperoartia	ITPR3	1	0	0.0	0
human_only	Hyperoartia	RYR	1	1	1.0	0
human_only	Lepidosauria	ITPR1	5	4	0.8	0
human_only	Lepidosauria	ITPR2	5	3	0.6	0
human_only	Lepidosauria	ITPR3	5	4	0.8	0
human_only	Lepidosauria	RYR	5	4	0.8	-1
human_only	Mammalia	ITPR1	37	37	1.0	0
human_only	Mammalia	ITPR2	37	37	1.0	0
human_only	Mammalia	ITPR3	37	36	0.973	0
human_only	Mammalia	RYR	37	37	1.0	0
human_only	Myxini	ITPR1	1	1	1.0	0
human_only	Myxini	ITPR2	1	0	0.0	0
human_only	Myxini	ITPR3	1	0	0.0	0
human_only	Myxini	RYR	1	1	1.0	0
human_only	Testudines	ITPR1	1	1	1.0	0
human_only	Testudines	ITPR2	1	1	1.0	0
human_only	Testudines	ITPR3	1	1	1.0	0
human_only	Testudines	RYR	1	1	1.0	0
labelled_only	Actinopteri	ITPR1	88	79	0.8977	0
labelled_only	Actinopteri	ITPR2	88	79	0.8977	0
labelled_only	Actinopteri	ITPR3	88	78	0.8864	0
labelled_only	Actinopteri	RYR	88	81	0.9205	0
labelled_only	Amphibia	ITPR1	8	7	0.875	0
labelled_only	Amphibia	ITPR2	8	7	0.875	0
labelled_only	Amphibia	ITPR3	8	7	0.875	0
labelled_only	Amphibia	RYR	8	8	1.0	0
labelled_only	Aves	ITPR1	152	115	0.7566	0
labelled_only	Aves	ITPR2	152	110	0.7237	0
labelled_only	Aves	ITPR3	152	127	0.8355	0
labelled_only	Aves	RYR	152	117	0.7697	0
labelled_only	Chondrichthyes	ITPR1	12	12	1.0	0
labelled_only	Chondrichthyes	ITPR2	12	12	1.0	0
labelled_only	Chondrichthyes	ITPR3	12	12	1.0	0
labelled_only	Chondrichthyes	RYR	12	12	1.0	0
labelled_only	Cladistia	ITPR1	1	1	1.0	0
labelled_only	Cladistia	ITPR2	1	1	1.0	0
labelled_only	Cladistia	ITPR3	1	1	1.0	0
labelled_only	Cladistia	RYR	1	1	1.0	0
labelled_only	Coelacanthimorpha	ITPR1	1	1	1.0	0
labelled_only	Coelacanthimorpha	ITPR2	1	1	1.0	0
labelled_only	Coelacanthimorpha	ITPR3	1	1	1.0	0
labelled_only	Coelacanthimorpha	RYR	1	1	1.0	0
labelled_only	Crocodylia	ITPR1	1	1	1.0	0
labelled_only	Crocodylia	ITPR2	1	1	1.0	0
labelled_only	Crocodylia	ITPR3	1	1	1.0	0
labelled_only	Crocodylia	RYR	1	1	1.0	0
labelled_only	Dipnoi	ITPR1	1	1	1.0	0
labelled_only	Dipnoi	ITPR2	1	1	1.0	0
labelled_only	Dipnoi	ITPR3	1	1	1.0	0
labelled_only	Dipnoi	RYR	1	1	1.0	0
labelled_only	Hyperoartia	ITPR1	1	1	1.0	0
labelled_only	Hyperoartia	ITPR2	1	0	0.0	0
labelled_only	Hyperoartia	ITPR3	1	0	0.0	0
labelled_only	Hyperoartia	RYR	1	1	1.0	0
labelled_only	Lepidosauria	ITPR1	5	4	0.8	0
labelled_only	Lepidosauria	ITPR2	5	3	0.6	0
labelled_only	Lepidosauria	ITPR3	5	4	0.8	0
labelled_only	Lepidosauria	RYR	5	5	1.0	0
labelled_only	Mammalia	ITPR1	37	37	1.0	0
labelled_only	Mammalia	ITPR2	37	37	1.0	0
labelled_only	Mammalia	ITPR3	37	36	0.973	0
labelled_only	Mammalia	RYR	37	37	1.0	0
labelled_only	Myxini	ITPR1	1	1	1.0	0
labelled_only	Myxini	ITPR2	1	0	0.0	0
labelled_only	Myxini	ITPR3	1	0	0.0	0
labelled_only	Myxini	RYR	1	1	1.0	0
labelled_only	Testudines	ITPR1	1	1	1.0	0
labelled_only	Testudines	ITPR2	1	1	1.0	0
labelled_only	Testudines	ITPR3	1	1	1.0	0
labelled_only	Testudines	RYR	1	1	1.0	0
no_ryr_control	Actinopteri	ITPR1	88	79	0.8977	0
no_ryr_control	Actinopteri	ITPR2	88	79	0.8977	0
no_ryr_control	Actinopteri	ITPR3	88	78	0.8864	0
no_ryr_control	Actinopteri	RYR	88	0	0.0	-81
no_ryr_control	Amphibia	ITPR1	8	7	0.875	0
no_ryr_control	Amphibia	ITPR2	8	7	0.875	0
no_ryr_control	Amphibia	ITPR3	8	7	0.875	0
no_ryr_control	Amphibia	RYR	8	0	0.0	-8
no_ryr_control	Aves	ITPR1	152	115	0.7566	0
no_ryr_control	Aves	ITPR2	152	110	0.7237	0
no_ryr_control	Aves	ITPR3	152	127	0.8355	0
no_ryr_control	Aves	RYR	152	0	0.0	-117
no_ryr_control	Chondrichthyes	ITPR1	12	12	1.0	0
no_ryr_control	Chondrichthyes	ITPR2	12	12	1.0	0
no_ryr_control	Chondrichthyes	ITPR3	12	12	1.0	0
no_ryr_control	Chondrichthyes	RYR	12	0	0.0	-12
no_ryr_control	Cladistia	ITPR1	1	1	1.0	0
no_ryr_control	Cladistia	ITPR2	1	1	1.0	0
no_ryr_control	Cladistia	ITPR3	1	1	1.0	0
no_ryr_control	Cladistia	RYR	1	0	0.0	-1
no_ryr_control	Coelacanthimorpha	ITPR1	1	1	1.0	0
no_ryr_control	Coelacanthimorpha	ITPR2	1	1	1.0	0
no_ryr_control	Coelacanthimorpha	ITPR3	1	1	1.0	0
no_ryr_control	Coelacanthimorpha	RYR	1	0	0.0	-1
no_ryr_control	Crocodylia	ITPR1	1	1	1.0	0
no_ryr_control	Crocodylia	ITPR2	1	1	1.0	0
no_ryr_control	Crocodylia	ITPR3	1	1	1.0	0
no_ryr_control	Crocodylia	RYR	1	0	0.0	-1
no_ryr_control	Dipnoi	ITPR1	1	1	1.0	0
no_ryr_control	Dipnoi	ITPR2	1	1	1.0	0
no_ryr_control	Dipnoi	ITPR3	1	1	1.0	0
no_ryr_control	Dipnoi	RYR	1	0	0.0	-1
no_ryr_control	Hyperoartia	ITPR1	1	1	1.0	0
no_ryr_control	Hyperoartia	ITPR2	1	0	0.0	0
no_ryr_control	Hyperoartia	ITPR3	1	0	0.0	0
no_ryr_control	Hyperoartia	RYR	1	0	0.0	-1
no_ryr_control	Lepidosauria	ITPR1	5	4	0.8	0
no_ryr_control	Lepidosauria	ITPR2	5	3	0.6	0
no_ryr_control	Lepidosauria	ITPR3	5	4	0.8	0
no_ryr_control	Lepidosauria	RYR	5	0	0.0	-5
no_ryr_control	Mammalia	ITPR1	37	37	1.0	0
no_ryr_control	Mammalia	ITPR2	37	37	1.0	0
no_ryr_control	Mammalia	ITPR3	37	36	0.973	0
no_ryr_control	Mammalia	RYR	37	0	0.0	-37
no_ryr_control	Myxini	ITPR1	1	1	1.0	0
no_ryr_control	Myxini	ITPR2	1	0	0.0	0
no_ryr_control	Myxini	ITPR3	1	0	0.0	0
no_ryr_control	Myxini	RYR	1	0	0.0	-1
no_ryr_control	Testudines	ITPR1	1	1	1.0	0
no_ryr_control	Testudines	ITPR2	1	1	1.0	0
no_ryr_control	Testudines	ITPR3	1	1	1.0	0
no_ryr_control	Testudines	RYR	1	0	0.0	-1
one_per_cell_nonhuman	Actinopteri	ITPR1	88	79	0.8977	0
one_per_cell_nonhuman	Actinopteri	ITPR2	88	78	0.8864	-1
one_per_cell_nonhuman	Actinopteri	ITPR3	88	78	0.8864	0
one_per_cell_nonhuman	Actinopteri	RYR	88	81	0.9205	0
one_per_cell_nonhuman	Amphibia	ITPR1	8	7	0.875	0
one_per_cell_nonhuman	Amphibia	ITPR2	8	7	0.875	0
one_per_cell_nonhuman	Amphibia	ITPR3	8	7	0.875	0
one_per_cell_nonhuman	Amphibia	RYR	8	8	1.0	0
one_per_cell_nonhuman	Aves	ITPR1	152	115	0.7566	0
one_per_cell_nonhuman	Aves	ITPR2	152	110	0.7237	0
one_per_cell_nonhuman	Aves	ITPR3	152	127	0.8355	0
one_per_cell_nonhuman	Aves	RYR	152	117	0.7697	0
one_per_cell_nonhuman	Chondrichthyes	ITPR1	12	12	1.0	0
one_per_cell_nonhuman	Chondrichthyes	ITPR2	12	12	1.0	0
one_per_cell_nonhuman	Chondrichthyes	ITPR3	12	12	1.0	0
one_per_cell_nonhuman	Chondrichthyes	RYR	12	12	1.0	0
one_per_cell_nonhuman	Cladistia	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Cladistia	ITPR2	1	1	1.0	0
one_per_cell_nonhuman	Cladistia	ITPR3	1	1	1.0	0
one_per_cell_nonhuman	Cladistia	RYR	1	1	1.0	0
one_per_cell_nonhuman	Coelacanthimorpha	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Coelacanthimorpha	ITPR2	1	1	1.0	0
one_per_cell_nonhuman	Coelacanthimorpha	ITPR3	1	1	1.0	0
one_per_cell_nonhuman	Coelacanthimorpha	RYR	1	1	1.0	0
one_per_cell_nonhuman	Crocodylia	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Crocodylia	ITPR2	1	1	1.0	0
one_per_cell_nonhuman	Crocodylia	ITPR3	1	1	1.0	0
one_per_cell_nonhuman	Crocodylia	RYR	1	1	1.0	0
one_per_cell_nonhuman	Dipnoi	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Dipnoi	ITPR2	1	1	1.0	0
one_per_cell_nonhuman	Dipnoi	ITPR3	1	1	1.0	0
one_per_cell_nonhuman	Dipnoi	RYR	1	1	1.0	0
one_per_cell_nonhuman	Hyperoartia	ITPR1	1	1	1.0	0
one_per_cell_nonhuman	Hyperoartia	ITPR2	1	0	0.0	0
one_per_cell_nonhuman	Hyperoartia	ITPR3	1	0	0.0	0
