accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0A8S1PJU8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	314.5	123.5	0.6073	interpro+calibration	InterPro	PSON_ATCC_30995.1.T0780230	MIR domain protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2693	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A8S1PR80	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	437.9	78.0	0.8219	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1270109	RyR/IP3R Homology associated domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2535	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1Q238	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	478.5	210.2	0.5607	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1410084	Uncharacterized protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2997	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1Q3G1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	152.4	0.0	1.0	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1430056	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2983	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1QA23	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	445.6	78.2	0.8245	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1510096	RyR/IP3R Homology associated domain-containing protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2598	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1QAQ5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	492.6	207.6	0.5786	interpro+calibration	InterPro	PPRIM_AZ9-3.1.T1490071	Uncharacterized protein	Paramecium primaurelia	5886	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2994	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1QBN9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	480.2	205.0	0.5731	interpro+calibration	InterPro	PSON_ATCC_30995.1.T1000096	Uncharacterized protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2994	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1QWI6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	475.0	206.8	0.5646	interpro+calibration	InterPro	PSON_ATCC_30995.1.T1250092	Uncharacterized protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	3010	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1QYF4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	448.7	74.3	0.8344	interpro+calibration	InterPro	PSON_ATCC_30995.1.T1230125	RyR/IP3R Homology associated domain-containing protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2604	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1RB72	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	149.7	0.0	1.0	interpro+calibration	InterPro	PSON_ATCC_30995.1.T1520049	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium sonneborni	65129	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2979	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1RVS8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	693.9	188.7	0.7281	interpro+calibration	InterPro	PPENT_87.1.T0010099	Uncharacterized protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2888	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1TAX4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	331.1	132.2	0.6007	interpro+calibration	InterPro	POCTA_138.1.T0210395	MIR domain protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2692	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A8S1TGK7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	286.2	126.1	0.5594	interpro+calibration	InterPro	POCTA_138.1.T0230112	RyR/IP3R Homology associated domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2770	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1TUI7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	324.8	135.0	0.5844	interpro+calibration	InterPro	PPENT_87.1.T0260366	MIR domain protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2682	1		0	Predicted	0	PF08709	PF00520;PF08709	2		unassigned
A0A8S1U8E4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	288.3	130.8	0.5463	interpro+calibration	InterPro	POCTA_138.1.T0380089	RyR/IP3R Homology associated domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2767	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1U8N4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	267.7	112.4	0.5801	interpro+calibration	InterPro	POCTA_138.1.T0380081	RyR/IP3R Homology associated domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2768	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1UC63	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	287.9	129.2	0.5512	interpro+calibration	InterPro	PPENT_87.1.T0360249	RyR/IP3R Homology associated domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2771	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1UTU8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	290.5	130.1	0.5522	interpro+calibration	InterPro	PPENT_87.1.T0490231	RyR/IP3R Homology associated domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2767	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1UWP0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	702.9	189.2	0.7308	interpro+calibration	InterPro	POCTA_138.1.T0490105	Uncharacterized protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2888	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1UZQ3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	690.8	192.7	0.721	interpro+calibration	InterPro	PPENT_87.1.T0530175	Uncharacterized protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2889	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1V852	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	80.3	0.0	1.0	interpro+calibration	InterPro	POCTA_138.1.T0610149	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	1935	0		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1VBI4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	308.9	126.2	0.5915	interpro+calibration	InterPro	POCTA_138.1.T0610148	MIR domain protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	1159	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A8S1VCW9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	714.9	188.3	0.7366	interpro+calibration	InterPro	POCTA_138.1.T0640176	Uncharacterized protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2890	1		0	Predicted	0	PF08454;PF08709	PF08454;PF08709	2		unassigned
A0A8S1VZC9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	148.0	0.0	1.0	interpro+calibration	InterPro	PPENT_87.1.T0790076	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2976	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1W258	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	460.4	80.7	0.8247	interpro+calibration	InterPro	POCTA_138.1.T0790203	RyR/IP3R Homology associated domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2598	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1X054	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	487.5	211.6	0.5659	interpro+calibration	InterPro	POCTA_138.1.T1060162	Uncharacterized protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	3000	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1XBU6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	144.8	0.0	1.0	interpro+calibration	InterPro	PPENT_87.1.T1180050	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2983	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1XK37	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	451.9	77.4	0.8287	interpro+calibration	InterPro	PPENT_87.1.T1270016	RyR/IP3R Homology associated domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2598	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1XSU7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	456.3	78.8	0.8273	interpro+calibration	InterPro	PPENT_87.1.T1370129	RyR/IP3R Homology associated domain-containing protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2598	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1XV53	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	491.1	208.3	0.5759	interpro+calibration	InterPro	PPENT_87.1.T1390094	Uncharacterized protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2994	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1Y214	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	151.3	0.0	1.0	interpro+calibration	InterPro	POCTA_138.1.T1380154	TAP-C domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2975	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S1Y4U0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	477.3	210.3	0.5594	interpro+calibration	InterPro	PPENT_87.1.T1490078	Uncharacterized protein	Paramecium pentaurelia	43138	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2999	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1Y5I9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	480.6	208.3	0.5666	interpro+calibration	InterPro	POCTA_138.1.T1400082	Uncharacterized protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	3369	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S1Y7D1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	453.0	79.0	0.8256	interpro+calibration	InterPro	POCTA_138.1.T1460024	RyR/IP3R Homology associated domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	2598	1		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A8S1Y933	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	141.5	0.0	1.0	interpro+calibration	InterPro	POCTA_138.1.T1480067	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Paramecium octaurelia	43137	SAR		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	3045	1		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A8S3QRB4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1858.4	285.1	0.8466	interpro+calibration	InterPro	MEDL_13845	ITPR1	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1424	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S3QUE0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1846.7	285.5	0.8454	interpro+calibration	InterPro	MEDL_13845	ITPR1	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1447	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S3QXV2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1574.5	164.8	0.8953	interpro+calibration	InterPro	MEDL_13856	Inositol 1,4,5-trisphosphate receptor	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1271	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8S3R1Z2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1859.5	280.2	0.8493	interpro+calibration	InterPro	MEDL_13845	ITPR1	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1430	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S3R7N8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	854.6	53.1	0.9379	interpro+calibration	InterPro	MEDL_15785	Inositol 1,4,5-trisphosphate receptor	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	687	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A8S3SWL2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	515.2	72.9	0.8585	interpro+calibration	InterPro	MEDL_38897	Inositol 1,4,5-trisphosphate receptor	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1243	0		0	Inferred from homology	1	PF01365	PF01365;PF02815	2		unassigned
A0A8S3T344	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	517.3	73.7	0.8575	interpro+calibration	InterPro	MEDL_38897	Inositol 1,4,5-trisphosphate receptor	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1249	0		0	Inferred from homology	1	PF01365	PF01365;PF02815	2		unassigned
A0A8S3T9L8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	238.6	0.0	1.0	interpro+calibration	InterPro	MEDL_38887	Uncharacterized protein	Mytilus edulis (Blue mussel)	6550	Metazoa (non-vertebrate)	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	1196	0		0	Predicted	1	PF01365	PF01365;PF13456	1		unassigned
A0A8S3XQ18	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2337.7	305.4	0.8694	interpro+calibration	InterPro	PAPOLLO_LOCUS21107	(apollo) hypothetical protein	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	1966	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A8S3XQL1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1131.7	140.2	0.8761	interpro+calibration	InterPro	PAPOLLO_LOCUS21107	(apollo) hypothetical protein	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	754	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8S3XU42	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1995.8	145.7	0.927	interpro+calibration	InterPro	PAPOLLO_LOCUS21107	(apollo) hypothetical protein	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	1531	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8S3XVC2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2342.8	304.5	0.87	interpro+calibration	InterPro	PAPOLLO_LOCUS21107	(apollo) hypothetical protein	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	1954	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A8S3ZIR6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	189.3	0.0	1.0	interpro+calibration	InterPro	CUNI_LOCUS13586	RyR/IP3R Homology associated domain-containing protein	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	394	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A8S3ZNB5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	634.2	162.5	0.7438	interpro+calibration	InterPro	CUNI_LOCUS16615	Uncharacterized protein	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	1339	0	fragment	0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A8S3ZSI2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	320.9	63.9	0.8009	interpro+calibration	InterPro	CUNI_LOCUS17981	MIR domain-containing protein	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	527	0	fragment	0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0A8S3ZVT9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	521.1	128.6	0.7532	interpro+calibration	InterPro	CUNI_LOCUS16614	Inositol 1,4,5-trisphosphate receptor	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	818	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8S3ZVV4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2072.5	170.9	0.9175	interpro+calibration	InterPro	CUNI_LOCUS19241	Inositol 1,4,5-trisphosphate receptor	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	1547	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A8S4A1R7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	320.0	29.2	0.9088	interpro+calibration	InterPro	CUNI_LOCUS17979	RyR/IP3R Homology associated domain-containing protein	Candidula unifasciata	100452	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda	Stylommatophora	Geomitridae	956	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A8S4EJV7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	122.6	668.5	0.8166	interpro+calibration	InterPro	PLXY2_LOCUS5905	(diamondback moth) hypothetical protein	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	440	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A8S4EL23	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	45.2	774.1	0.9416	interpro+calibration	InterPro	PLXY2_LOCUS5910	(diamondback moth) hypothetical protein	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	850	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0A8S4GAN3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	229.0	26.0	0.8865	interpro+calibration	InterPro	PLXY2_LOCUS16354	(diamondback moth) hypothetical protein	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	232	0		0	Predicted	1	PF08454	PF08454	1		unassigned
