species	organism	run	tissue	seq	role	cell	failure_mode	reads	junction_reads	covered_bases	ref_len	decoy_reads	decoy_covered_bases	library_reads	reads_per_million	detected	failed_criteria
nalbiflora	Nibea albiflora	SRR13438386	liver	hk_GAPDH|nalbiflora	housekeeping	GAPDH		2485	2446	1005	1005	0	0	8000000	310.625	1	
nalbiflora	Nibea albiflora	SRR13438386	liver	hk_RPL13A|nalbiflora	housekeeping	RPL13A		4969	4705	618	618	0	0	8000000	621.125	1	
nalbiflora	Nibea albiflora	SRR31671676	kidney	ITPR1|nalbiflora	control_paralog	ITPR1		30	25	1136	8255	0	0	8000000	3.75	1	
nalbiflora	Nibea albiflora	SRR31671676	kidney	ITPR2|nalbiflora	failed	ITPR2	omission	3	3	300	8021	0	0	8000000	0.375	0	reads<5
nalbiflora	Nibea albiflora	SRR31671676	kidney	ITPR3|nalbiflora	control_paralog	ITPR3		2	2	300	8185	0	0	8000000	0.25	0	reads<5
nalbiflora	Nibea albiflora	SRR31671676	kidney	RYR|nalbiflora	control_family	RYR		0	0	0	14961	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
nalbiflora	Nibea albiflora	SRR31671676	kidney	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		3	2	450	1389	0	0	8000000	0.375	0	reads<5
nalbiflora	Nibea albiflora	SRR31671676	kidney	hk_GAPDH|nalbiflora	housekeeping	GAPDH		0	0	0	1005	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
nalbiflora	Nibea albiflora	SRR31671676	kidney	hk_RPL13A|nalbiflora	housekeeping	RPL13A		6962	5986	618	618	0	0	8000000	870.25	1	
nalbiflora	Nibea albiflora	SRR23874480	muscle	ITPR1|nalbiflora	control_paralog	ITPR1		49	42	3951	8255	0	0	8000000	6.125	1	
nalbiflora	Nibea albiflora	SRR23874480	muscle	ITPR2|nalbiflora	failed	ITPR2	omission	57	47	3339	8021	0	0	8000000	7.125	1	
nalbiflora	Nibea albiflora	SRR23874480	muscle	ITPR3|nalbiflora	control_paralog	ITPR3		40	28	3419	8185	0	0	8000000	5.0	1	
nalbiflora	Nibea albiflora	SRR23874480	muscle	RYR|nalbiflora	control_family	RYR		0	0	0	14961	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
nalbiflora	Nibea albiflora	SRR23874480	muscle	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		4	3	391	1389	0	0	8000000	0.5	0	reads<5
nalbiflora	Nibea albiflora	SRR23874480	muscle	hk_GAPDH|nalbiflora	housekeeping	GAPDH		10301	10147	1005	1005	0	0	8000000	1287.625	1	
nalbiflora	Nibea albiflora	SRR23874480	muscle	hk_RPL13A|nalbiflora	housekeeping	RPL13A		4174	3655	618	618	0	0	8000000	521.75	1	
nalbiflora	Nibea albiflora	SRR10432579	liver	ITPR1|nalbiflora	control_paralog	ITPR1		247	203	7110	8255	0	0	8000000	30.875	1	
nalbiflora	Nibea albiflora	SRR10432579	liver	ITPR2|nalbiflora	failed	ITPR2	omission	194	158	6832	8021	0	0	8000000	24.25	1	
nalbiflora	Nibea albiflora	SRR10432579	liver	ITPR3|nalbiflora	control_paralog	ITPR3		27	12	1549	8185	21	62	8000000	3.375	1	
nalbiflora	Nibea albiflora	SRR10432579	liver	RYR|nalbiflora	control_family	RYR		10	6	896	14961	0	0	8000000	1.25	1	
nalbiflora	Nibea albiflora	SRR10432579	liver	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		2	0	220	1389	0	0	8000000	0.25	0	junction_reads<2;reads<5
nalbiflora	Nibea albiflora	SRR10432579	liver	hk_GAPDH|nalbiflora	housekeeping	GAPDH		2	2	153	1005	0	0	8000000	0.25	0	reads<5
nalbiflora	Nibea albiflora	SRR10432579	liver	hk_RPL13A|nalbiflora	housekeeping	RPL13A		4647	4427	618	618	0	0	8000000	580.875	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		103	73	5874	8255	0	0	8000000	12.875	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	135	98	6830	8021	0	0	8000000	16.875	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		39	26	2636	8185	0	0	8000000	4.875	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	RYR|nalbiflora	control_family	RYR		8	5	958	14961	0	0	8000000	1.0	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		0	0	0	1389	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
nalbiflora	Nibea albiflora	SRR9016978	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		61	57	1005	1005	0	0	8000000	7.625	1	
nalbiflora	Nibea albiflora	SRR9016978	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		5186	4581	618	618	0	0	8000000	648.25	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	ITPR1|nalbiflora	control_paralog	ITPR1		107	70	4947	8255	0	0	8000000	13.375	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	ITPR2|nalbiflora	failed	ITPR2	omission	157	103	5927	8021	0	0	8000000	19.625	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	ITPR3|nalbiflora	control_paralog	ITPR3		134	84	6258	8185	0	0	8000000	16.75	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	RYR|nalbiflora	control_family	RYR		45	33	3713	14961	0	0	8000000	5.625	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		77	35	1339	1389	0	0	8000000	9.625	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	hk_GAPDH|nalbiflora	housekeeping	GAPDH		3487	3380	1005	1005	0	0	8000000	435.875	1	
nalbiflora	Nibea albiflora	SRR5264514	kidney	hk_RPL13A|nalbiflora	housekeeping	RPL13A		8006	7014	618	618	0	0	8000000	1000.75	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	ITPR1|nalbiflora	control_paralog	ITPR1		96	77	6112	8255	0	0	8000000	12.0	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	ITPR2|nalbiflora	failed	ITPR2	omission	39	31	2895	8021	0	0	8000000	4.875	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	ITPR3|nalbiflora	control_paralog	ITPR3		79	59	4751	8185	0	0	8000000	9.875	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	RYR|nalbiflora	control_family	RYR		80	68	6340	14961	0	0	8000000	10.0	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		7	5	412	1389	0	0	8000000	0.875	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	hk_GAPDH|nalbiflora	housekeeping	GAPDH		7	7	502	1005	0	0	8000000	0.875	1	
nalbiflora	Nibea albiflora	SRR30102573	testis	hk_RPL13A|nalbiflora	housekeeping	RPL13A		3186	2889	618	618	0	0	8000000	398.25	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		130	95	5420	8255	0	0	8000000	16.25	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	215	167	5722	8021	0	0	8000000	26.875	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		126	101	5960	8185	0	0	8000000	15.75	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	RYR|nalbiflora	control_family	RYR		21	20	1885	14961	0	0	8000000	2.625	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		19	11	1158	1389	0	0	8000000	2.375	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		266	258	1005	1005	0	0	8000000	33.25	1	
nalbiflora	Nibea albiflora	SRR18366612	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		13349	11633	618	618	0	0	8000000	1668.625	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	ITPR1|nalbiflora	control_paralog	ITPR1		171	128	6694	8255	0	0	8000000	21.375	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	ITPR2|nalbiflora	failed	ITPR2	omission	90	77	4852	8021	0	0	8000000	11.25	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	ITPR3|nalbiflora	control_paralog	ITPR3		172	143	7058	8185	0	0	8000000	21.5	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	RYR|nalbiflora	control_family	RYR		137	110	8176	14961	0	0	8000000	17.125	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		18	11	1178	1389	0	0	8000000	2.25	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	hk_GAPDH|nalbiflora	housekeeping	GAPDH		96	96	1005	1005	0	0	8000000	12.0	1	
nalbiflora	Nibea albiflora	SRR30102574	testis	hk_RPL13A|nalbiflora	housekeeping	RPL13A		6990	6288	618	618	0	0	8000000	873.75	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		314	255	7714	8255	0	0	8000000	39.25	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	246	186	6827	8021	0	0	8000000	30.75	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		209	173	6406	8185	0	0	8000000	26.125	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	RYR|nalbiflora	control_family	RYR		67	57	4127	14961	0	0	8000000	8.375	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		23	13	1201	1389	0	0	8000000	2.875	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		175	170	1005	1005	0	0	8000000	21.875	1	
nalbiflora	Nibea albiflora	SRR18366593	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		12805	10886	618	618	0	0	8000000	1600.625	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		95	73	4450	8255	0	0	8000000	11.875	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	181	144	5152	8021	0	0	8000000	22.625	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		115	99	5485	8185	0	0	8000000	14.375	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	RYR|nalbiflora	control_family	RYR		37	31	2645	14961	0	0	8000000	4.625	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		31	16	1284	1389	0	0	8000000	3.875	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		204	201	1005	1005	0	0	8000000	25.5	1	
nalbiflora	Nibea albiflora	SRR18366611	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		15282	13142	618	618	0	0	8000000	1910.25	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	ITPR1|nalbiflora	control_paralog	ITPR1		51	41	3515	8255	0	0	8000000	6.375	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	ITPR2|nalbiflora	failed	ITPR2	omission	22	21	2099	8021	0	0	8000000	2.75	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	ITPR3|nalbiflora	control_paralog	ITPR3		233	194	7406	8185	0	0	8000000	29.125	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	RYR|nalbiflora	control_family	RYR		178	151	9267	14961	0	0	8000000	22.25	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		0	0	0	1389	0	0	8000000	0.0	0	junction_reads<2;reads<5;not_above_decoy
nalbiflora	Nibea albiflora	SRR30102579	testis	hk_GAPDH|nalbiflora	housekeeping	GAPDH		25	25	989	1005	0	0	8000000	3.125	1	
nalbiflora	Nibea albiflora	SRR30102579	testis	hk_RPL13A|nalbiflora	housekeeping	RPL13A		3346	3037	618	618	0	0	8000000	418.25	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		113	91	4854	8255	0	0	8000000	14.125	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	242	186	5810	8021	0	0	8000000	30.25	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		173	142	6164	8185	0	0	8000000	21.625	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	RYR|nalbiflora	control_family	RYR		10	10	918	14961	0	0	8000000	1.25	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		13	9	1109	1389	0	0	8000000	1.625	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		61	61	1005	1005	0	0	8000000	7.625	1	
nalbiflora	Nibea albiflora	SRR18366588	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		12349	10603	618	618	0	0	8000000	1543.625	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	ITPR1|nalbiflora	control_paralog	ITPR1		107	80	6022	8255	0	0	8000000	13.375	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	ITPR2|nalbiflora	failed	ITPR2	omission	70	62	4844	8021	0	0	8000000	8.75	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	ITPR3|nalbiflora	control_paralog	ITPR3		84	67	4937	8185	0	0	8000000	10.5	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	RYR|nalbiflora	control_family	RYR		125	104	8246	14961	0	0	8000000	15.625	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		5	2	586	1389	0	0	8000000	0.625	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	hk_GAPDH|nalbiflora	housekeeping	GAPDH		25	25	1002	1005	0	0	8000000	3.125	1	
nalbiflora	Nibea albiflora	SRR30102572	testis	hk_RPL13A|nalbiflora	housekeeping	RPL13A		3507	3167	618	618	0	0	8000000	438.375	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	ITPR1|nalbiflora	control_paralog	ITPR1		116	90	5045	8255	0	0	8000000	14.5	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	ITPR2|nalbiflora	failed	ITPR2	omission	78	63	4941	8021	0	0	8000000	9.75	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	ITPR3|nalbiflora	control_paralog	ITPR3		86	76	5446	8185	0	0	8000000	10.75	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	RYR|nalbiflora	control_family	RYR		141	113	7260	14961	0	0	8000000	17.625	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		12	5	1164	1389	0	0	8000000	1.5	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	hk_GAPDH|nalbiflora	housekeeping	GAPDH		25	25	999	1005	0	0	8000000	3.125	1	
nalbiflora	Nibea albiflora	SRR30102570	testis	hk_RPL13A|nalbiflora	housekeeping	RPL13A		7542	6765	618	618	0	0	8000000	942.75	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		154	126	5634	8255	0	0	8000000	19.25	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	103	82	3911	8021	0	0	8000000	12.875	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		126	102	5358	8185	0	0	8000000	15.75	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	RYR|nalbiflora	control_family	RYR		66	57	3109	14961	0	0	8000000	8.25	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		28	16	1243	1389	0	0	8000000	3.5	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		253	251	1005	1005	0	0	8000000	31.625	1	
nalbiflora	Nibea albiflora	SRR18366607	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		17052	14651	618	618	0	0	8000000	2131.5	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		123	97	4734	8255	0	0	8000000	15.375	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	202	169	6425	8021	0	0	8000000	25.25	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		210	158	6096	8185	0	0	8000000	26.25	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	RYR|nalbiflora	control_family	RYR		24	21	1693	14961	0	0	8000000	3.0	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		10	7	1010	1389	0	0	8000000	1.25	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		55	54	1005	1005	0	0	8000000	6.875	1	
nalbiflora	Nibea albiflora	SRR18366590	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		12572	11045	618	618	0	0	8000000	1571.5	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	ITPR1|nalbiflora	control_paralog	ITPR1		143	127	5986	8255	0	0	8000000	17.875	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	ITPR2|nalbiflora	failed	ITPR2	omission	175	132	5450	8021	0	0	8000000	21.875	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	ITPR3|nalbiflora	control_paralog	ITPR3		198	168	6683	8185	0	0	8000000	24.75	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	RYR|nalbiflora	control_family	RYR		71	61	4499	14961	0	0	8000000	8.875	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	hk_EEF1A1|nalbiflora	housekeeping	EEF1A1		36	19	1343	1389	0	0	8000000	4.5	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	hk_GAPDH|nalbiflora	housekeeping	GAPDH		227	220	1005	1005	0	0	8000000	28.375	1	
nalbiflora	Nibea albiflora	SRR18366587	unknown	hk_RPL13A|nalbiflora	housekeeping	RPL13A		14687	12483	618	618	0	0	8000000	1835.875	1	
