species	organism	query	run	study	sample	strategy	source	selection	layout	platform	model	spots	bases	read_len	tissue_called	tissue_evidence	verdict	study_title
nalbiflora	Nibea albiflora	kidney	SRR31671675	SRP550664	SRS23497498	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	22787618	6836285400	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	kidney	SRR31671676	SRP550664	SRS23497496	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	25188479	7556543700	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	kidney	SRR5264436	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250	kidney	tissue=Brain, heart, liver, kidney, muscle, head kidney, skin, fin,	keep	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	kidney	SRR5264514	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250	kidney	tissue=Brain, heart, liver, kidney, muscle, head kidney, skin, fin,	keep	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	testis	SRR30102558	SRP523746	SRS22227727	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	37934420	11380326000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102559	SRP523746	SRS22227726	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24399505	7319851500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102560	SRP523746	SRS22227725	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26460083	7938024900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102561	SRP523746	SRS22227724	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21511173	6453351900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102562	SRP523746	SRS22227722	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33066813	9920043900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102563	SRP523746	SRS22227723	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	20884478	6265343400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102564	SRP523746	SRS22227721	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32297315	9689194500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102565	SRP523746	SRS22227720	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	31567615	9470284500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102566	SRP523746	SRS22227719	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34955910	10486773000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102567	SRP523746	SRS22227718	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	28644653	8593395900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102568	SRP523746	SRS22227716	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36164960	10849488000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102569	SRP523746	SRS22227717	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34795533	10438659900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102570	SRP523746	SRS22227715	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	38323652	11497095600	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102571	SRP523746	SRS22227714	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34384931	10315479300	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102572	SRP523746	SRS22227713	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	38383998	11515199400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102573	SRP523746	SRS22227712	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	43519422	13055826600	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102574	SRP523746	SRS22227710	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	41878028	12563408400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102575	SRP523746	SRS22227711	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32488646	9746593800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102576	SRP523746	SRS22227709	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34956740	10487022000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102577	SRP523746	SRS22227708	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	37045733	11113719900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102578	SRP523746	SRS22227707	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36154319	10846295700	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102579	SRP523746	SRS22227706	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	39638887	11891666100	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102580	SRP523746	SRS22227705	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	31836409	9550922700	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102581	SRP523746	SRS22227704	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21670621	6501186300	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102582	SRP523746	SRS22227702	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23090356	6927106800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102583	SRP523746	SRS22227703	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22688018	6806405400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102584	SRP523746	SRS22227701	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	28948048	8684414400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102585	SRP523746	SRS22227700	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	59484056	17845216800	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102586	SRP523746	SRS22227699	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34530083	10359024900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	testis	SRR30102587	SRP523746	SRS22227698	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36032473	10809741900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	gill	SRR14816996	SRP324122	SRS9210793	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24668926	7400677800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14816997	SRP324122	SRS9210792	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26794595	8038378500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14816998	SRP324122	SRS9210791	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25962639	7788791700	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14816999	SRP324122	SRS9210790	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24250982	7275294600	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817000	SRP324122	SRS9210789	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25014285	7504285500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817001	SRP324122	SRS9210788	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24729444	7418833200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817002	SRP324122	SRS9210787	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23480334	7044100200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817003	SRP324122	SRS9210786	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22546056	6763816800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817004	SRP324122	SRS9210784	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24458587	7337576100	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817005	SRP324122	SRS9210785	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26402674	7920802200	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817006	SRP324122	SRS9210783	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22044026	6613207800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817007	SRP324122	SRS9210782	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21178656	6353596800	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817008	SRP324122	SRS9210780	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24092195	7227658500	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817009	SRP324122	SRS9210779	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22343231	6702969300	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817010	SRP324122	SRS9210781	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23566973	7070091900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817011	SRP324122	SRS9210777	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24931557	7479467100	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817012	SRP324122	SRS9210778	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24435223	7330566900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	gill	SRR14817013	SRP324122	SRS9210776	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25519923	7655976900	300	gill	tissue=gill	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	spleen	SRR19629394	SRP379675	SRS13377991	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25893323	7767996900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629395	SRP379675	SRS13377990	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24357635	7307290500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629396	SRP379675	SRS13377989	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23613400	7084020000	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629397	SRP379675	SRS13377988	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23720180	7116054000	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629398	SRP379675	SRS13377987	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25023478	7507043400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629399	SRP379675	SRS13377986	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24610263	7383078900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629400	SRP379675	SRS13377985	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25846608	7753982400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629401	SRP379675	SRS13377984	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24565006	7369501800	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629402	SRP379675	SRS13377983	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26306822	7892046600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629403	SRP379675	SRS13377982	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24442928	7332878400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629404	SRP379675	SRS13377981	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23728153	7118445900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629405	SRP379675	SRS13377980	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23646802	7094040600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629406	SRP379675	SRS13377979	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25431407	7629422100	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629407	SRP379675	SRS13377978	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25250382	7575114600	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629408	SRP379675	SRS13377977	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24156495	7246948500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629409	SRP379675	SRS13377976	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25060545	7518163500	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629410	SRP379675	SRS13377975	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24328693	7298607900	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR19629411	SRP379675	SRS13377974	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24514338	7354301400	300	spleen	tissue=spleen	keep	Transcriptome sequencing data of Nibea albiflora
nalbiflora	Nibea albiflora	spleen	SRR5264436	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250			reject:tissue_unconfirmed	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	spleen	SRR5264514	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250			reject:tissue_unconfirmed	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	fin	SRR5264436	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250			reject:tissue_unconfirmed	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	fin	SRR5264514	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250			reject:tissue_unconfirmed	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR31671672	SRP550664	SRS23497499	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	21619332	6485799600	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR31671673	SRP550664	SRS23497500	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	24242601	7272780300	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR31671674	SRP550664	SRS23497497	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	19756033	5926809900	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR31671675	SRP550664	SRS23497498	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	22787618	6836285400	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR31671676	SRP550664	SRS23497496	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	HiSeq X Ten	25188479	7556543700	300	kidney	experiment_title=Kidney cells of Nibea albiflora RNA-seq	keep	Kidney cells of Nibea albiflora
nalbiflora	Nibea albiflora	base	SRR30102559	SRP523746	SRS22227726	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24399505	7319851500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102560	SRP523746	SRS22227725	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	26460083	7938024900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102561	SRP523746	SRS22227724	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	21511173	6453351900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102562	SRP523746	SRS22227722	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	33066813	9920043900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102563	SRP523746	SRS22227723	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	20884478	6265343400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102564	SRP523746	SRS22227721	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	32297315	9689194500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102565	SRP523746	SRS22227720	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	31567615	9470284500	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102566	SRP523746	SRS22227719	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34955910	10486773000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102567	SRP523746	SRS22227718	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	28644653	8593395900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102568	SRP523746	SRS22227716	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	36164960	10849488000	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102569	SRP523746	SRS22227717	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34795533	10438659900	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102570	SRP523746	SRS22227715	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	38323652	11497095600	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102571	SRP523746	SRS22227714	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	34384931	10315479300	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102572	SRP523746	SRS22227713	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	38383998	11515199400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102573	SRP523746	SRS22227712	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	43519422	13055826600	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
nalbiflora	Nibea albiflora	base	SRR30102574	SRP523746	SRS22227710	RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	41878028	12563408400	300	testis	sample_title=testis transcriptome sequencing of yellow drum	keep	testis transcriptome sequencing of yellow drum
