taxid	scientific_name	rank	group	domain	kingdom	phylum	class	order	family	genus	clade	clade_from	lineage
357809	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg)	strain	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium phytofermentans
358040	Pristionchus entomophagus	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	Nematoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Diplogasteromorpha; Diplogasteroidea; Neodiplogasteridae; Pristionchus
358396	Natronobacterium lacisalsi AJ5	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronobacterium	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Natronobacterium; Natronobacterium lacisalsi
359342	Colletotrichum phormii	species	Fungi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum; Colletotrichum acutatum species complex
359917	Paenibacillus sepulcri	species	Bacteria	Bacteria	Bacillati	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Caryophanales; Paenibacillaceae; Paenibacillus
360224	Onychorhynchus coronatus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Onychorhynchus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Onychorhynchus
360241	Tepidicella xavieri	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidicella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiales genera incertae sedis; Tepidicella
360316	Crenothrix polyspora	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Crenotrichaceae; Crenothrix
360336	Corymbia citriodora subsp. variegata	subspecies	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Myrtaceae; Myrtoideae; Eucalypteae; Corymbia; Corymbia citriodora
360411	Bellilinea caldifistulae	species	Bacteria	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Chloroflexota	phylum	cellular organisms; Bacteria; Bacillati; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; Bellilinea
360412	Longilinea arvoryzae	species	Bacteria	Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	Chloroflexota	phylum	cellular organisms; Bacteria; Bacillati; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; Longilinea
360622	Heracleum sosnowskyi	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiineae; Apiaceae; Apioideae; apioid superclade; Tordylieae; Tordyliinae; Heracleum
361077	Tieghemostelium lacteum	species	Amoebozoa	Eukaryota		Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	Tieghemostelium	Evosea	phylum	cellular organisms; Eukaryota; Amoebozoa; Evosea; Eumycetozoa; Dictyostelia; Dictyosteliales; Raperosteliaceae; Tieghemostelium
361277	Terribacillus saccharophilus	species	Bacteria	Bacteria	Bacillati	Bacillota	Bacilli	Caryophanales	Bacillaceae	Terribacillus	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Caryophanales; Bacillaceae; Terribacillus
361280	Tigheibacillus halophilus	species	Bacteria	Bacteria	Bacillati	Bacillota	Bacilli	Caryophanales	Bacillaceae	Tigheibacillus	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Caryophanales; Bacillaceae; Tigheibacillus
362788	Senna tora	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; Cassieae; Senna
362976	Haloquadratum walsbyi (strain DSM 16790 / HBSQ001)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Haloferacaceae; Haloquadratum; Haloquadratum walsbyi
363190	Coilia grayii	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Coilia	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Clupei; Clupeiformes; Clupeoidei; Engraulidae; Coilinae; Coilia
363253	Lawsonia intracellularis (strain PHE/MN1-00)	strain	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Lawsonia; Lawsonia intracellularis
363769	Smithornis capensis	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Eurylaimidae	Smithornis	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Eurylaimidae; Smithornis
363840	Inquilinus ginsengisoli	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Inquilinus
363867	Aeromicrobium ginsengisoli	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium
363952	Comamonas thiooxydans	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas
363999	Xylaria grammica	species	Fungi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Xylaria
364032	Sulfurivirga caldicuralii	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Sulfurivirga	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Sulfurivirga
364098	Sphingosinicella xenopeptidilytica	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sphingosinicella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingosinicellaceae; Sphingosinicella
364200	Cognatiyoonia koreensis	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatiyoonia	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Cognatiyoonia
364589	Zosterops borbonicus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops
364733	Endocarpon pusillum	species	Fungi	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Verrucariales; Verrucariaceae; Endocarpon
366454	Notiomystis cincta	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Notiomystidae	Notiomystis	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Notiomystidae; Notiomystis
366533	Loktanella atrilutea	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Loktanella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Loktanella
366616	Haematobacter missouriensis	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Haematobacter	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Haematobacter
367110	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	strain	Fungi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora; Neurospora crassa
367368	Pelusios castaneus	species	Vertebrata	Eukaryota	Metazoa	Chordata		Testudines	Pelomedusidae	Pelusios	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Testudinata; Testudines; Pleurodira; Pelomedusidae; Pelusios
367775	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071)	strain	Fungi	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Basidiomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Cryptococcaceae; Cryptococcus; Cryptococcus gattii species complex; Cryptococcus gattii
368407	Methanoculleus marisnigri (strain ATCC 35101 / DSM 1498 / JR1)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus marisnigri
368408	Thermofilum pendens (strain DSM 2475 / Hrk 5)	strain	Archaea	Archaea	Thermoproteati	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermoproteota	phylum	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Thermofilales; Thermofilaceae; Thermofilum; Thermofilum pendens
368603	Morganella psychrotolerans	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella
369401	Flaviramulus basaltis	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flaviramulus	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flaviramulus
369605	Pachyramphus minor	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Pachyramphus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Pachyramphus
369639	Onychostoma macrolepis	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Onychostoma	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Cypriniphysae; Cypriniformes; Cyprinoidei; Cyprinidae; Acrossocheilinae; Onychostoma
370038	Oceanidesulfovibrio marinus	species	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oceanidesulfovibrio	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Oceanidesulfovibrio
370292	Thelephora ganbajun	species	Fungi	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Basidiomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Thelephorales; Thelephoraceae; Thelephora
370324	Natrinema longum	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Natrinema
370345	Batillaria attramentaria	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Mollusca	Gastropoda		Batillariidae	Batillaria	Mollusca	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Caenogastropoda; Sorbeoconcha; Cerithioidea; Batillariidae; Batillaria
370354	Entamoeba dispar (strain ATCC PRA-260 / SAW760)	strain	Amoebozoa	Eukaryota		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Evosea	phylum	cellular organisms; Eukaryota; Amoebozoa; Evosea; Archamoebae; Mastigamoebida; Entamoebidae; Entamoeba; Entamoeba dispar
370355	Entamoeba invadens IP1	strain	Amoebozoa	Eukaryota		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Evosea	phylum	cellular organisms; Eukaryota; Amoebozoa; Evosea; Archamoebae; Mastigamoebida; Entamoebidae; Entamoeba; Entamoeba invadens
370736	Zhihengliuella halotolerans	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Zhihengliuella	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Zhihengliuella
370973	Runella defluvii	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Runella	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Spirosomataceae; Runella
371042	Erwinia typographi	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
371196	Mastigocoleus testarum BC008	strain	Bacteria	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Mastigocoleus	Cyanobacteriota	phylum	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Mastigocoleus; Mastigocoleus testarum
371674	Moryella indoligenes	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Moryella
371919	Pheucticus melanocephalus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Cardinalidae	Pheucticus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Cardinalidae; Pheucticus
372326	Patagioenas fasciata monilis	subspecies	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Columbimorphae; Columbiformes; Columbidae; Patagioenas; Patagioenas fasciata
373043	Paeniroseomonas aquatica	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paeniroseomonas	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Paeniroseomonas
