upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000547976	Gibberella subglutinans (Fusarium subglutinans)	42677	fungi	14039	0	0	2				absent
UP000554235	Fusarium albosuccineum	1237068	fungi	17167	0	0	1				absent
UP000557566	Ophiocordyceps sinensis	72228	fungi	9923	0	0	2				absent
UP000559027	Leucocoprinus leucothites	201217	fungi	11472	0	0	2				absent
UP000559256	Tetrapyrgos nigripes	182062	fungi	18656	0	0	2				absent
UP000562682	Fusarium denticulatum	48507	fungi	14090	0	0	2				absent
UP000562929	Ophiocordyceps camponoti-floridani	2030778	fungi	7427	0	0	2				absent
UP000565441	Tricholomella constricta	117010	fungi	10525	0	0	3				absent
UP000566819	Cudoniella acicularis	354080	fungi	15764	0	0	3				absent
UP000567179	Psilocybe cf. subviscida	2480587	fungi	13652	0	0	2				absent
UP000567885	Fusarium heterosporum	42747	fungi	11330	0	0	2				absent
UP000572754	Fusarium circinatum (Pitch canker fungus) (Gibberella circinata)	48490	fungi	13897	0	0	2				absent
UP000572817	Botryosphaeria dothidea	55169	fungi	13104	0	0	2				absent
UP000573603	Fusarium anthophilum	48485	fungi	14795	0	0	2				absent
UP000574317	Fusarium napiforme	42672	fungi	13892	0	0	2				absent
UP000578531	Letharia columbiana	112416	fungi	13254	0	0	1				absent
UP000582016	Fusarium phyllophilum	47803	fungi	14159	0	0	2				absent
UP000593566	Letharia lupina	560253	fungi	11006	0	0	1				absent
UP000594364	Epichloe festucae (strain Fl1)	877507	fungi	7031	0	0	1				absent
UP000596276	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952	fungi	13728	0	0	1				absent
UP000596902	Alternaria burnsii	1187904	fungi	11309	0	0	2				absent
UP000603453	Mucor saturninus	64648	fungi	12977	0	0	13				absent
UP000604273	Fusarium gaditjirri	282569	fungi	13451	0	0	2				absent
UP000605846	Apophysomyces ossiformis	679940	fungi	9501	1	1	5	1152.1	0	A0A8H7BU48	present
UP000605986	Fusarium austroafricanum	2364996	fungi	14500	0	0	2				absent
UP000606974	Endocarpon pusillum	364733	fungi	12489	0	0	1				absent
UP000612746	Umbelopsis vinacea	44442	fungi	9235	0	0	4				absent
UP000613177	Thamnidium elegans	101142	fungi	9698	0	0	9				absent
UP000613401	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	474922	fungi	15372	0	0	3				absent
UP000613580	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	658473	fungi	13463	0	0	3				absent
UP000620104	Naganishia liquefaciens	104408	fungi	6879	0	0	1				absent
UP000620124	Mycena venus	2733690	fungi	24807	0	0	2				absent
UP000622797	Fusarium sarcochroum	1208366	fungi	14826	0	0	3				absent
UP000623467	Mycena sanguinolenta	230812	fungi	23955	0	0	3				absent
UP000623687	Pleurotus ostreatus (Oyster mushroom) (Agaricus ostreatus)	5322	fungi	11624	0	0	3				absent
UP000624404	Sclerotinia trifoliorum	28548	fungi	10617	0	0	3				absent
UP000630445	Aspergillus hiratsukae	1194566	fungi	9685	0	0	1				absent
UP000631181	Penicillium ucsense	2839758	fungi	8173	0	0	1				absent
UP000635477	Fusarium zealandicum	1053134	fungi	10733	0	0	1				absent
UP000636479	Mycena indigotica	2126181	fungi	13684	0	0	2				absent
UP000637239	Aspergillus chevalieri (Eurotium chevalieri)	182096	fungi	10232	0	0	1				absent
UP000639643	Colletotrichum musicola	2175873	fungi	16822	0	0	2				absent
UP000641853	Aspergillus felis	1287682	fungi	10242	0	0	1				absent
UP000644660	Maudiozyma barnettii	61262	fungi	5237	0	0	1				absent
UP000646827	Circinella minor	1195481	fungi	14115	1	2	11	36.2	6.5e-07	A0A8H7S8H6	present
UP000649328	Metschnikowia pulcherrima (Yeast)	27326	fungi	6905	0	0	1				absent
UP000650833	Mucor plumbeus	97098	fungi	11657	1	0	14	1226.9	0	A0A8H7VCW8	present
UP000651452	Ascochyta lentis	205686	fungi	11599	0	0	2				absent
UP000652219	Colletotrichum sojae	2175907	fungi	16124	0	0	1				absent
UP000653565	Aspergillus fumigatiaffinis	340414	fungi	10467	0	0	1				absent
UP000654370	Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)	91625	fungi	9021	0	0	7				absent
UP000654913	Aspergillus puulaauensis	1220207	fungi	13616	0	0	2				absent
UP000654918	Colletotrichum plurivorum	2175906	fungi	16152	0	0	2				absent
UP000658997	Ustilago bromivora	307758	fungi	6051	0	0	1				absent
UP000660729	Pseudocercospora fuligena	685502	fungi	13738	0	0	1				absent
UP000661280	Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi)	1069201	fungi	12636	0	0	1				absent
UP000662569	Collybia sordida	123925	fungi	44	0	0	0				absent
UP000662931	Eeniella nana (Yeast) (Brettanomyces nanus)	13502	fungi	4703	0	0	2				absent
UP000663193	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	321614	fungi	17749	0	0	2				absent
UP000663699	Pneumocystis wakefieldiae	38082	fungi	3181	0	0	1				absent
UP000664032	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	181762	fungi	13113	0	0	0				absent
UP000664132	Cadophora malorum	108018	fungi	16399	0	0	3				absent
UP000664169	Gomphillus americanus	1940652	fungi	8300	0	0	1				absent
UP000664203	Alectoria fallacina	1903189	fungi	11126	0	0	1				absent
UP000664521	Heterodermia speciosa	116794	fungi	10570	0	0	1				absent
UP000664534	Imshaugia aleurites	172621	fungi	11111	0	0	1				absent
UP000669133	Candida metapsilosis	273372	fungi	5714	0	0	1				absent
UP000672032	Monilinia vaccinii-corymbosi	61207	fungi	9386	0	0	2				absent
UP000673691	Olpidium bornovanus	278681	fungi	8467	0	0	2				absent
UP000676310	Alternaria atra	119953	fungi	11938	0	0	2				absent
UP000683000	Boletus reticuloceps	495285	fungi	12954	0	0	1				absent
UP000694255	[Candida] subhashii	561895	fungi	6132	0	0	1				absent
UP000696280	Hymenoscyphus fraxineus	746836	fungi	13821	0	0	3				absent
UP000696485	Podila minutissima	64525	fungi	11340	0	0	3				absent
UP000696573	Clonostachys rhizophaga	160324	fungi	18835	0	0	4				absent
UP000697127	Pichia californica	460514	fungi	5369	0	0	1				absent
UP000697297	Ogataea haglerorum	1937702	fungi	5403	0	0	0				absent
UP000698800	Glutinoglossum americanum	1670608	fungi	7645	0	0	0				absent
UP000699042	Colletotrichum scovillei	1209932	fungi	15676	0	0	2				absent
UP000700596	Dendryphion nanum	256645	fungi	13872	0	0	2				absent
UP000701341	Penicillium crustosum (Blue mold fungus)	36656	fungi	10566	0	0	1				absent
UP000701801	Hymenoscyphus albidus	595503	fungi	13612	0	0	2				absent
UP000703269	Phanerochaete sordida	48140	fungi	17146	0	0	1				absent
UP000703661	Entomortierella chlamydospora	101097	fungi	11718	0	0	6				absent
UP000706124	Claviceps pazoutovae	1649127	fungi	7857	0	0	1				absent
UP000707071	Claviceps aff. purpurea	1967640	fungi	8194	0	0	1				absent
UP000707451	Linnemannia hyalina	64524	fungi	12531	0	0	4				absent
UP000710440	Aspergillus viridinutans	75553	fungi	10039	0	0	1				absent
UP000710849	Botrytis byssoidea	139641	fungi	12209	0	0	2				absent
UP000711996	Colletotrichum siamense (Anthracnose fungus)	690259	fungi	15043	0	0	2				absent
UP000714275	Suillus placidus	48579	fungi	14951	0	0	2				absent
UP000714618	Aureobasidium mustum	2773714	fungi	10231	0	0	1				absent
UP000716291	Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	64495	fungi	15531	0	1	12				absent
UP000716446	Aureobasidium vineae	2773715	fungi	9680	0	0	0				absent
UP000717328	Sphagnurus paluster	117069	fungi	12256	0	0	2				absent
UP000717696	Dactylonectria estremocensis	1079267	fungi	19072	0	0	3				absent
UP000719766	Suillus plorans	116603	fungi	16092	0	0	0				absent
UP000720189	Fusarium redolens	48865	fungi	17005	0	0	2				absent
UP000722485	Cylindrodendrum hubeiense	595255	fungi	13744	0	0	3				absent
UP000723463	Mortierella hygrophila	979708	fungi	12181	0	0	3				absent
UP000724584	Chaetomium tenue	1854479	fungi	11568	0	0	2				absent
UP000724874	Gymnopilus junonius (Spectacular rustgill mushroom) (Gymnopilus spectabilis subsp. junonius)	109634	fungi	16328	0	0	1				absent
UP000726737	Mortierella polycephala	41804	fungi	10180	0	0	4				absent
UP000729357	Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)	46634	fungi	22224	0	0	3				absent
UP000730481	Fusarium beomiforme	44412	fungi	14518	0	0	2				absent
UP000732380	Claviceps humidiphila	1294629	fungi	8318	0	0	2				absent
UP000736335	Thelephora terrestris	56493	fungi	13184	0	0	6				absent
UP000736672	Fusarium solani (Filamentous fungus)	169388	fungi	17641	0	0	2				absent
UP000737391	Fusarium agapanthi	1803897	fungi	13309	0	0	2				absent
UP000738325	Dissophora globulifera	979702	fungi	10385	0	0	6				absent
UP000738349	Dactylonectria macrodidyma	307937	fungi	21132	0	0	3				absent
UP000738359	Mortierella alpina (Oleaginous fungus) (Mortierella renispora)	64518	fungi	10605	0	0	5				absent
UP000740883	Nosema granulosis	83296	fungi	3639	0	0	0				absent
UP000740926	Rhizopus delemar	936053	fungi	18650	0	1	12				absent
UP000742024	Claviceps arundinis	1623583	fungi	8116	0	0	1				absent
UP000742417	Candida africana	241526	fungi	2850	0	0	1				absent
UP000744676	Geotrichum galactomycetum	27317	fungi	4730	0	0	0				absent
UP000745764	Aureobasidium uvarum	2773716	fungi	9771	0	0	1				absent
UP000748025	Claviceps pusilla	123648	fungi	8618	0	0	2				absent
UP000748756	Linnemannia schmuckeri	64567	fungi	12054	0	0	3				absent
UP000749293	Geosmithia morbida	1094350	fungi	7805	0	0	3				absent
UP000749646	Modicella reniformis	1440133	fungi	12893	0	0	4				absent
UP000750334	Maudiozyma exigua (Yeast) (Kazachstania exigua)	34358	fungi	5380	0	0	1				absent
UP000750502	Fusarium xylarioides	221167	fungi	14677	0	0	2				absent
UP000750711	Trichoglossum hirsutum	265104	fungi	8948	0	0	1				absent
UP000754883	Clonostachys byssicola	160290	fungi	18485	0	0	4				absent
UP000756132	Fulvia fulva (Tomato leaf mold) (Passalora fulva)	5499	fungi	14687	0	0	2				absent
UP000756346	Microdochium trichocladiopsis	1682393	fungi	15903	0	0	1				absent
UP000756921	Paraphaeosphaeria minitans	565426	fungi	13540	0	0	0				absent
UP000757232	Sanghuangporus baumii (Phellinus baumii)	108892	fungi	8445	0	0	2				absent
UP000758155	Didymella heteroderae	1769908	fungi	11640	0	0	1				absent
UP000758603	Truncatella angustata	152316	fungi	14769	0	0	2				absent
UP000759537	Russula ochroleuca	152965	fungi	11812	0	0	1				absent
UP000761534	Trichomonascus ciferrii	44093	fungi	6902	0	0	2				absent
UP000764110	Metarhizium humberi	2596975	fungi	10545	0	0	2				absent
UP000766486	Bionectria ochroleuca (Gliocladium roseum)	29856	fungi	18204	0	0	4				absent
UP000768646	Pneumocystis oryctolagi	42067	fungi	2856	0	0	0				absent
UP000769157	Ogataea philodendri	1378263	fungi	7446	0	0	1				absent
UP000769528	Wickerhamomyces mucosus	1378264	fungi	5967	0	0	1				absent
UP000770015	Plectosphaerella plurivora	936078	fungi	12431	0	0	3				absent
UP000772434	Rhodocollybia butyracea	206335	fungi	22626	0	0	2				absent
UP000774326	Wickerhamomyces pijperi (Yeast) (Pichia pijperi)	599730	fungi	10143	0	0	0				absent
UP000774617	Macrophomina phaseolina (Charcoal rot fungus) (Macrophoma phaseolina)	35725	fungi	14827	0	0	2				absent
UP000775547	Asterophora parasitica	117018	fungi	9415	0	0	2				absent
UP000775872	Clonostachys solani	160281	fungi	18026	0	0	4				absent
UP000777438	Thelonectria olida	1576542	fungi	16586	0	0	2				absent
UP000777482	Rhodotorula mucilaginosa (Yeast) (Rhodotorula rubra)	5537	fungi	7020	0	0	1				absent
UP000780801	Lunasporangiospora selenospora	979761	fungi	10949	0	0	1				absent
UP000781932	Colletotrichum karsti	1095194	fungi	13328	0	0	2				absent
UP000782241	Fusarium avenaceum	40199	fungi	11232	0	0	2				absent
UP000783213	Botrytis deweyae	2478750	fungi	12473	0	0	3				absent
UP000785200	Hyphodiscus hymeniophilus	353542	fungi	8215	0	0	1				absent
UP000788993	Ogataea polymorpha	460523	fungi	6801	0	0	1				absent
UP000789572	Paraglomus occultum	144539	fungi	11373	0	0	4				absent
UP000789739	Paraglomus brasilianum	144538	fungi	11837	0	0	5				absent
UP000789831	Ambispora gerdemannii	144530	fungi	13681	0	0	2				absent
UP000790377	Hygrophoropsis aurantiaca	72124	fungi	14072	0	0	2				absent
UP000790709	Leucogyrophana mollusca	85980	fungi	14607	0	0	2				absent
UP000790833	Scheffersomyces spartinae	45513	fungi	5041	0	0	1				absent
UP000799291	Lentithecium fluviatile CBS 122367	1168545	fungi	16710	0	0	2				absent
UP000799302	Microthyrium microscopicum	703497	fungi	12491	0	0	1				absent
UP000799324	Lophiostoma macrostomum CBS 122681	1314788	fungi	16140	0	0	1				absent
UP000799421	Piedraia hortae CBS 480.64	1314780	fungi	7550	0	0	1				absent
UP000799423	Plenodomus tracheiphilus IPT5	1408161	fungi	13190	0	0	2				absent
UP000799424	Ophiobolus disseminans	1469910	fungi	16026	0	0	2				absent
UP000799428	Pleomassaria siparia CBS 279.74	1314801	fungi	13452	0	0	2				absent
UP000799429	Patellaria atrata CBS 101060	1346257	fungi	9745	0	0	2				absent
UP000799436	Teratosphaeria nubilosa	161662	fungi	10998	0	0	2				absent
UP000799437	Pseudovirgaria hyperparasitica	470096	fungi	11212	0	0	1				absent
UP000799438	Aplosporella prunicola CBS 121167	1176127	fungi	12493	0	0	2				absent
UP000799439	Myriangium duriaei CBS 260.36	1168546	fungi	10674	0	0	1				absent
UP000799440	Sporormia fimetaria CBS 119925	1340428	fungi	10772	0	0	2				absent
UP000799441	Polychaeton citri CBS 116435	1314669	fungi	10579	0	1	1				absent
UP000799444	Polyplosphaeria fusca	682080	fungi	15190	0	0	3				absent
UP000799536	Delitschia confertaspora ATCC 74209	1513339	fungi	10166	0	0	2				absent
UP000799537	Zasmidium cellare ATCC 36951	1080233	fungi	16014	0	0	2				absent
UP000799538	Elsinoe ampelina	302913	fungi	10204	0	0	1				absent
UP000799539	Cercospora zeae-maydis SCOH1-5	717836	fungi	12005	0	0	2				absent
UP000799640	Trichodelitschia bisporula	703511	fungi	10177	0	0	2				absent
UP000799750	Lophium mytilinum	390894	fungi	15150	0	0	1				absent
UP000799753	Massarina eburnea CBS 473.64	1395130	fungi	12931	0	0	2				absent
UP000799754	Macroventuria anomochaeta	301207	fungi	12954	0	0	2				absent
UP000799755	Lindgomyces ingoldianus	673940	fungi	15954	0	0	2				absent
UP000799757	Melanomma pulvis-pyrius CBS 109.77	1314802	fungi	15833	0	0	2				absent
UP000799764	Karstenula rhodostoma CBS 690.94	1392251	fungi	15037	0	0	1				absent
UP000799766	Lineolata rhizophorae	578093	fungi	10220	0	0	1				absent
UP000799767	Neohortaea acidophila	245834	fungi	9823	0	0	1				absent
UP000799770	Lophiotrema nucula	690887	fungi	18116	0	0	2				absent
UP000799771	Dothidotthia symphoricarpi CBS 119687	1392245	fungi	11786	0	0	2				absent
UP000799772	Rhizodiscina lignyota	1504668	fungi	12801	0	0	1				absent
UP000799776	Saccharata proteae CBS 121410	1314787	fungi	9222	0	0	2				absent
UP000799777	Setomelanomma holmii	210430	fungi	14385	0	0	2				absent
UP000799778	Aaosphaeria arxii CBS 175.79	1450172	fungi	14198	0	0	2				absent
UP000799779	Amniculicola lignicola CBS 123094	1392246	fungi	15571	0	0	2				absent
UP000800035	Byssothecium circinans	147558	fungi	15612	0	0	3				absent
UP000800036	Bimuria novae-zelandiae CBS 107.79	1447943	fungi	16571	0	0	2				absent
UP000800038	Clathrospora elynae	706981	fungi	13560	0	0	2				absent
UP000800039	Cucurbitaria berberidis CBS 394.84	1168544	fungi	12428	0	0	2				absent
UP000800040	Decorospora gaudefroyi	184978	fungi	11811	0	0	2				absent
UP000800041	Aulographum hederae CBS 113979	1176131	fungi	12052	0	0	1				absent
UP000800082	Didymella exigua CBS 183.55	1150837	fungi	12355	0	0	2				absent
UP000800092	Viridothelium virens (Speckled blister lichen) (Trypethelium virens)	1048519	fungi	11845	0	0	1				absent
UP000800093	Lojkania enalia	147567	fungi	13746	0	0	2				absent
UP000800094	Trematosphaeria pertusa	390896	fungi	17304	0	0	2				absent
UP000800096	Ampelomyces quisqualis (Powdery mildew agent)	50730	fungi	11147	0	0	2				absent
UP000800097	Westerdykella ornata	318751	fungi	10407	0	0	2				absent
UP000800200	Zopfia rhizophila CBS 207.26	1314779	fungi	21463	0	0	2				absent
UP000800235	Tothia fuscella	1048955	fungi	13684	0	0	2				absent
UP000801428	Curvularia kusanoi (Cochliobolus kusanoi)	90978	fungi	11490	0	0	2				absent
UP000801864	Trichoderma lentiforme	1567552	fungi	12977	0	0	2				absent
UP000803844	Cryphonectria parasitica (strain ATCC 38755 / EP155)	660469	fungi	11639	0	0	1				absent
UP000803884	Cladosporium halotolerans	1052096	fungi	9709	0	0	1				absent
UP000805649	Colletotrichum truncatum (Anthracnose fungus) (Colletotrichum capsici)	5467	fungi	15830	0	0	3				absent
UP000807025	Pleurotus eryngii (Boletus of the steppes)	5323	fungi	15897	0	0	3				absent
UP000807306	Crepidotus variabilis	179855	fungi	14534	0	0	2				absent
UP000807342	Macrolepiota fuliginosa MF-IS2	1400762	fungi	15707	0	0	2				absent
UP000807353	Collybia nuda	64659	fungi	14792	0	0	2				absent
UP000807469	Pholiota conissans	109636	fungi	16576	0	0	2				absent
UP000807716	Actinomortierella ambigua	1343610	fungi	9890	0	0	3				absent
UP000807769	Suillus subaureus	48587	fungi	15516	0	0	2				absent
UP000809789	Elsinoe batatas	2601811	fungi	9395	0	0	1				absent
UP000811619	Claviceps africana	83212	fungi	7993	0	0	2				absent
UP000812287	Guyanagaster necrorhizus	856835	fungi	14190	0	0	2				absent
UP000812966	Filobasidium floriforme	5210	fungi	7226	0	0	1				absent
UP000813385	Plectosphaerella cucumerina	40658	fungi	12941	0	0	3				absent
UP000813427	Fusarium tricinctum	61284	fungi	14098	0	0	2				absent
UP000813444	Stachybotrys elegans	80388	fungi	14899	0	0	2				absent
UP000813461	Paraphoma chrysanthemicola	798071	fungi	14975	0	0	2				absent
UP000813824	Cristinia sonorae	1940300	fungi	11322	0	0	2				absent
UP000814033	Auriscalpium vulgare	40419	fungi	16942	0	0	1				absent
UP000814128	Vararia minispora EC-137	1314806	fungi	10966	0	0	1				absent
UP000814140	Artomyces pyxidatus	48021	fungi	15125	0	0	1				absent
UP000814176	Rhodofomes roseus	34475	fungi	12864	0	0	2				absent
UP000815677	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	658473	fungi	19060	0	0	3				absent
UP000818624	Malassezia furfur (Pityriasis versicolor infection agent) (Pityrosporum furfur)	55194	fungi	4532	0	0	1				absent
UP000823399	Suillus discolor	1912936	fungi	16383	0	0	1				absent
UP000823405	Linnemannia gamsii	64522	fungi	13255	0	0	3				absent
UP000824881	Pleurotus cornucopiae (Cornucopia mushroom)	5321	fungi	10437	0	0	1				absent
UP000824998	Amylocarpus encephaloides	45428	fungi	11868	0	0	1				absent
UP000825434	Candidozyma haemuli	45357	fungi	4677	0	0	1				absent
UP000825890	Cercospora kikuchii	84275	fungi	13445	0	0	3				absent
UP000826573	Trichoderma semiorbis	1491008	fungi	11026	0	0	2				absent
UP000826661	Trichoderma simmonsii	1491479	fungi	13864	0	0	2				absent
UP000827133	Fusarium musae	1042133	fungi	13672	0	0	2				absent
UP000827284	Entomortierella parvispora (Mortierella parvispora)	205924	fungi	11493	0	0	4				absent
UP000827549	Vanrija pseudolonga	143232	fungi	9897	0	0	2				absent
UP000827724	Trichoderma cornu-damae	654480	fungi	8525	0	0	2				absent
UP000829364	Purpureocillium takamizusanense	2060973	fungi	11839	0	0	1				absent
UP000829685	Neoarthrinium moseri	1658444	fungi	14143	0	0	3				absent
