branch_lengths	model	axis	rate	loglik	shape	argmax	at_boundary
calibrated	irreversible	loss	0.000316228	-10.4083	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.000562341	-18.5088	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.001	-32.9139	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.00177828	-58.5301	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.00316228	-104.083	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.00562341	-185.088	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.01	-329.139	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.0177828	-585.301	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.0316228	-1040.83	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.0562341	-1850.88	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.1	-3291.39	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.177828	-5853.01	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.316228	-10408.3	monotone decreasing	1e-06	1
calibrated	irreversible	loss	0.562341	-18508.8	monotone decreasing	1e-06	1
calibrated	irreversible	loss	1	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	1.77828	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	3.16228	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	5.62341	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	10	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	17.7828	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	31.6228	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	56.2341	nan	monotone decreasing	1e-06	1
calibrated	irreversible	loss	100	nan	monotone decreasing	1e-06	1
