query	target	query_role	target_role	query_call	target_call	query_paralog	target_paralog	tm_query	tm_target	tm_max	rmsd	aligned	seq_identity	len_query	len_target	ok	error
model_A0A8M6Z266	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.5906	0.7454	0.7454	6.89	1819	0.612	2635	2034	1	
model_A0A8M9PQQ3	model_A0A8M9PQQ3	model	model	ITPR	ITPR	ITPR2	ITPR2	1.0	1.0	1.0	0.0	2665	1.0	2665	2665	1	
model_A0A8M9PQQ3	model_A0AAD9FCG5	model	model	ITPR	ITPR	ITPR2	KUDE01_003980	0.4256	0.8759	0.8759	3.17	1170	0.659	2665	1274	1	
model_A0A8M9PQQ3	model_A0AAE0F2K9	model	model	ITPR	ITPR	ITPR2	CYMTET_42485	0.3274	0.7197	0.7197	5.4	962	0.168	2665	1135	1	
model_A0A8M9PQQ3	model_A0AAN0K328	model	model	ITPR	ITPR	ITPR2		0.2931	0.585	0.585	5.69	860	0.167	2665	1274	1	
model_A0A8M9PQQ3	model_G0QNB9	model	model	ITPR	ITPR	ITPR2	IMG5_057070	0.276	0.5353	0.5353	6.66	848	0.139	2665	1273	1	
model_A0A8M9PQQ3	model_P11881	model	model	ITPR	ITPR	ITPR2	ITPR1	0.7098	0.7028	0.7098	7.38	2226	0.567	2665	2694	1	
model_A0A8M9PQQ3	model_P70227	model	model	ITPR	ITPR	ITPR2	ITPR3	0.707	0.7058	0.707	7.31	2197	0.536	2665	2670	1	
model_A0A8M9PQQ3	model_Q14573	model	model	ITPR	ITPR	ITPR2	ITPR3	0.7124	0.7109	0.7124	7.24	2225	0.533	2665	2671	1	
model_A0A8M9PQQ3	model_Q14643	model	model	ITPR	ITPR	ITPR2	ITPR1	0.711	0.7037	0.711	7.3	2222	0.562	2665	2695	1	
model_A0A8M9PQQ3	model_Q63269	model	model	ITPR	ITPR	ITPR2	ITPR3	0.6936	0.6924	0.6936	7.5	2188	0.555	2665	2670	1	
model_A0A8M9PQQ3	model_Q8WSR4	model	model	ITPR	ITPR	ITPR2		0.6941	0.6863	0.6941	7.47	2183	0.514	2665	2698	1	
model_A0A8M9PQQ3	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR2		0.4898	0.7343	0.7343	5.89	1469	0.338	2665	1713	1	
model_A0A8M9PQQ3	model_Q9Z329	model	model	ITPR	ITPR	ITPR2	ITPR2	0.7553	0.7545	0.7553	6.42	2288	0.663	2665	2668	1	
model_A0A8M9PQQ3	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR2	ITPR1	0.6512	0.7449	0.7449	6.68	2006	0.577	2665	2300	1	
model_A0A8M9PQQ3	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR2	ITPR2	0.6358	0.7675	0.7675	6.62	1955	0.636	2665	2168	1	
model_A0A8M9PQQ3	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR2	ITPR3	0.7401	0.881	0.881	5.5	2193	0.595	2665	2210	1	
model_A0A8M9PQQ3	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR2	RYR1	0.6055	0.3906	0.6055	8.83	2035	0.15	2665	4373	1	
model_A0A8M9PQQ3	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR2	RYR2	0.5985	0.3979	0.5985	8.85	2005	0.155	2665	4224	1	
model_A0A8M9PQQ3	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6618	0.7949	0.7949	6.27	2013	0.598	2665	2181	1	
model_A0A8M9PQQ3	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6724	0.8553	0.8553	5.97	2037	0.578	2665	2047	1	
model_A0A8M9PQQ3	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.7092	0.8203	0.8203	6.63	2190	0.55	2665	2272	1	
model_A0A8M9PQQ3	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.6731	0.7801	0.7801	6.43	2056	0.604	2665	2268	1	
model_A0A8M9PQQ3	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR2	ITPR3	0.7009	0.9053	0.9053	4.51	2012	0.618	2665	2034	1	
model_A0AAD9FCG5	model_A0AAD9FCG5	model	model	ITPR	ITPR	KUDE01_003980	KUDE01_003980	1.0	1.0	1.0	0.0	1274	1.0	1274	1274	1	
model_A0AAD9FCG5	model_A0AAE0F2K9	model	model	ITPR	ITPR	KUDE01_003980	CYMTET_42485	0.6054	0.6714	0.6714	5.61	911	0.172	1274	1135	1	
model_A0AAD9FCG5	model_A0AAN0K328	model	model	ITPR	ITPR	KUDE01_003980		0.2623	0.2623	0.2623	8.14	454	0.099	1274	1274	1	
model_A0AAD9FCG5	model_G0QNB9	model	model	ITPR	ITPR	KUDE01_003980	IMG5_057070	0.4904	0.4907	0.4907	6.75	777	0.129	1274	1273	1	
model_A0AAD9FCG5	model_P11881	model	model	ITPR	ITPR	KUDE01_003980	ITPR1	0.7889	0.3849	0.7889	4.42	1101	0.837	1274	2694	1	
model_A0AAD9FCG5	model_P70227	model	model	ITPR	ITPR	KUDE01_003980	ITPR3	0.7702	0.3789	0.7702	4.32	1072	0.652	1274	2670	1	
model_A0AAD9FCG5	model_Q14573	model	model	ITPR	ITPR	KUDE01_003980	ITPR3	0.7816	0.3845	0.7816	4.53	1092	0.651	1274	2671	1	
model_A0AAD9FCG5	model_Q14643	model	model	ITPR	ITPR	KUDE01_003980	ITPR1	0.7835	0.3817	0.7835	4.24	1088	0.842	1274	2695	1	
model_A0AAD9FCG5	model_Q63269	model	model	ITPR	ITPR	KUDE01_003980	ITPR3	0.7654	0.3776	0.7654	4.5	1074	0.622	1274	2670	1	
model_A0AAD9FCG5	model_Q8WSR4	model	model	ITPR	ITPR	KUDE01_003980		0.7687	0.3759	0.7687	4.48	1081	0.671	1274	2698	1	
model_A0AAD9FCG5	model_Q9Y0A1	model	model	ITPR	ITPR	KUDE01_003980		0.7935	0.6019	0.7935	4.83	1142	0.412	1274	1713	1	
model_A0AAD9FCG5	model_Q9Z329	model	model	ITPR	ITPR	KUDE01_003980	ITPR2	0.7815	0.3834	0.7815	4.48	1084	0.673	1274	2668	1	
model_A0AAD9FCG5	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	KUDE01_003980	ITPR1	0.7125	0.4046	0.7125	3.87	984	0.804	1274	2300	1	
model_A0AAD9FCG5	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	KUDE01_003980	ITPR2	0.7139	0.4271	0.7139	3.59	971	0.748	1274	2168	1	
model_A0AAD9FCG5	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	KUDE01_003980	ITPR3	0.7608	0.4488	0.7608	3.34	1042	0.706	1274	2210	1	
model_A0AAD9FCG5	reference_RYR1_9NMO	model	reference	ITPR	RYR	KUDE01_003980	RYR1	0.6582	0.2129	0.6582	6.06	1020	0.147	1274	4373	1	
model_A0AAD9FCG5	reference_RYR2_7U9X	model	reference	ITPR	RYR	KUDE01_003980	RYR2	0.646	0.2165	0.646	6.15	1007	0.146	1274	4224	1	
model_A0AAD9FCG5	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	KUDE01_003980	ITPR3	0.7125	0.4258	0.7125	4.01	986	0.706	1274	2181	1	
model_A0AAD9FCG5	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	KUDE01_003980	ITPR3	0.7084	0.454	0.7084	4.16	1005	0.7	1274	2047	1	
model_A0AAD9FCG5	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	KUDE01_003980	ITPR3	0.7096	0.4161	0.7096	4.78	1040	0.676	1274	2272	1	
model_A0AAD9FCG5	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	KUDE01_003980	ITPR3	0.7247	0.4169	0.7247	3.96	1001	0.693	1274	2268	1	
model_A0AAD9FCG5	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	KUDE01_003980	ITPR3	0.6367	0.4057	0.6367	3.19	864	0.689	1274	2034	1	
model_A0AAE0F2K9	model_A0AAE0F2K9	model	model	ITPR	ITPR	CYMTET_42485	CYMTET_42485	1.0	1.0	1.0	0.0	1135	1.0	1135	1135	1	
model_A0AAE0F2K9	model_A0AAN0K328	model	model	ITPR	ITPR	CYMTET_42485		0.2779	0.254	0.2779	9.21	485	0.043	1135	1274	1	
model_A0AAE0F2K9	model_G0QNB9	model	model	ITPR	ITPR	CYMTET_42485	IMG5_057070	0.5583	0.5045	0.5583	6.57	790	0.124	1135	1273	1	
model_A0AAE0F2K9	model_P11881	model	model	ITPR	ITPR	CYMTET_42485	ITPR1	0.6783	0.312	0.6783	6.11	954	0.166	1135	2694	1	
model_A0AAE0F2K9	model_P70227	model	model	ITPR	ITPR	CYMTET_42485	ITPR3	0.688	0.3171	0.688	5.89	953	0.169	1135	2670	1	
model_A0AAE0F2K9	model_Q14573	model	model	ITPR	ITPR	CYMTET_42485	ITPR3	0.6945	0.3208	0.6945	6.01	969	0.17	1135	2671	1	
model_A0AAE0F2K9	model_Q14643	model	model	ITPR	ITPR	CYMTET_42485	ITPR1	0.6759	0.311	0.6759	6.12	952	0.162	1135	2695	1	
model_A0AAE0F2K9	model_Q63269	model	model	ITPR	ITPR	CYMTET_42485	ITPR3	0.6929	0.3186	0.6929	5.83	955	0.159	1135	2670	1	
model_A0AAE0F2K9	model_Q8WSR4	model	model	ITPR	ITPR	CYMTET_42485		0.6651	0.3064	0.6651	6.16	941	0.157	1135	2698	1	
model_A0AAE0F2K9	model_Q9Y0A1	model	model	ITPR	ITPR	CYMTET_42485		0.7203	0.4953	0.7203	5.31	965	0.166	1135	1713	1	
model_A0AAE0F2K9	model_Q9Z329	model	model	ITPR	ITPR	CYMTET_42485	ITPR2	0.6684	0.3083	0.6684	5.9	926	0.168	1135	2668	1	
model_A0AAE0F2K9	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	CYMTET_42485	ITPR1	0.6722	0.3545	0.6722	5.41	916	0.156	1135	2300	1	
model_A0AAE0F2K9	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	CYMTET_42485	ITPR2	0.6515	0.3658	0.6515	6.05	916	0.172	1135	2168	1	
model_A0AAE0F2K9	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	CYMTET_42485	ITPR3	0.7105	0.3822	0.7105	4.83	925	0.185	1135	2210	1	
model_A0AAE0F2K9	reference_RYR1_9NMO	model	reference	ITPR	RYR	CYMTET_42485	RYR1	0.661	0.1868	0.661	5.47	878	0.153	1135	4373	1	
model_A0AAE0F2K9	reference_RYR2_7U9X	model	reference	ITPR	RYR	CYMTET_42485	RYR2	0.6601	0.1922	0.6601	5.35	871	0.154	1135	4224	1	
model_A0AAE0F2K9	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	CYMTET_42485	ITPR3	0.6606	0.3661	0.6606	5.49	903	0.163	1135	2181	1	
model_A0AAE0F2K9	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	CYMTET_42485	ITPR3	0.718	0.4116	0.718	4.24	908	0.18	1135	2047	1	
model_A0AAE0F2K9	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	CYMTET_42485	ITPR3	0.7406	0.3827	0.7406	3.93	924	0.184	1135	2272	1	
model_A0AAE0F2K9	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	CYMTET_42485	ITPR3	0.6611	0.3547	0.6611	5.85	918	0.174	1135	2268	1	
model_A0AAE0F2K9	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	CYMTET_42485	ITPR3	0.5547	0.3219	0.5547	4.8	718	0.181	1135	2034	1	
model_A0AAN0K328	model_A0AAN0K328	model	model	ITPR	ITPR			1.0	1.0	1.0	0.0	1274	1.0	1274	1274	1	
model_A0AAN0K328	model_G0QNB9	model	model	ITPR	ITPR		IMG5_057070	0.276	0.2762	0.2762	8.19	481	0.064	1274	1273	1	
model_A0AAN0K328	model_P11881	model	model	ITPR	ITPR		ITPR1	0.5369	0.2734	0.5369	6.52	844	0.16	1274	2694	1	
model_A0AAN0K328	model_P70227	model	model	ITPR	ITPR		ITPR3	0.5576	0.2849	0.5576	6.13	861	0.179	1274	2670	1	
model_A0AAN0K328	model_Q14573	model	model	ITPR	ITPR		ITPR3	0.542	0.2782	0.542	6.56	853	0.178	1274	2671	1	
model_A0AAN0K328	model_Q14643	model	model	ITPR	ITPR		ITPR1	0.5402	0.2743	0.5402	6.44	844	0.164	1274	2695	1	
model_A0AAN0K328	model_Q63269	model	model	ITPR	ITPR		ITPR3	0.5521	0.2826	0.5521	6.21	857	0.182	1274	2670	1	
model_A0AAN0K328	model_Q8WSR4	model	model	ITPR	ITPR			0.5391	0.2721	0.5391	6.23	830	0.154	1274	2698	1	
model_A0AAN0K328	model_Q9Y0A1	model	model	ITPR	ITPR			0.3091	0.2416	0.3091	8.35	548	0.066	1274	1713	1	
model_A0AAN0K328	model_Q9Z329	model	model	ITPR	ITPR		ITPR2	0.5695	0.289	0.5695	5.9	863	0.183	1274	2668	1	
model_A0AAN0K328	reference_ITPR1_7LHF	model	reference	ITPR	ITPR		ITPR1	0.5567	0.3245	0.5567	5.78	843	0.168	1274	2300	1	
model_A0AAN0K328	reference_ITPR2_9YKK	model	reference	ITPR	ITPR		ITPR2	0.5457	0.3351	0.5457	5.75	820	0.167	1274	2168	1	
model_A0AAN0K328	reference_ITPR3_8TKG	model	reference	ITPR	ITPR		ITPR3	0.5657	0.3385	0.5657	5.09	824	0.194	1274	2210	1	
model_A0AAN0K328	reference_RYR1_9NMO	model	reference	ITPR	RYR		RYR1	0.5965	0.1883	0.5965	5.84	891	0.152	1274	4373	1	
model_A0AAN0K328	reference_RYR2_7U9X	model	reference	ITPR	RYR		RYR2	0.5915	0.1923	0.5915	5.74	878	0.153	1274	4224	1	
model_A0AAN0K328	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR		ITPR3	0.5554	0.34	0.5554	5.76	840	0.188	1274	2181	1	
model_A0AAN0K328	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR		ITPR3	0.5238	0.3391	0.5238	5.68	785	0.2	1274	2047	1	
model_A0AAN0K328	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR		ITPR3	0.5383	0.3184	0.5383	6.26	829	0.198	1274	2272	1	
model_A0AAN0K328	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR		ITPR3	0.5549	0.328	0.5549	5.86	843	0.179	1274	2268	1	
model_A0AAN0K328	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR		ITPR3	0.5666	0.3666	0.5666	5.19	827	0.204	1274	2034	1	
model_G0QNB9	model_G0QNB9	model	model	ITPR	ITPR	IMG5_057070	IMG5_057070	1.0	1.0	1.0	0.0	1273	1.0	1273	1273	1	
model_G0QNB9	model_P11881	model	model	ITPR	ITPR	IMG5_057070	ITPR1	0.5284	0.2716	0.5284	6.98	855	0.13	1273	2694	1	
model_G0QNB9	model_P70227	model	model	ITPR	ITPR	IMG5_057070	ITPR3	0.5343	0.2763	0.5343	6.89	859	0.132	1273	2670	1	
model_G0QNB9	model_Q14573	model	model	ITPR	ITPR	IMG5_057070	ITPR3	0.5316	0.2754	0.5316	6.93	859	0.136	1273	2671	1	
model_G0QNB9	model_Q14643	model	model	ITPR	ITPR	IMG5_057070	ITPR1	0.5302	0.2723	0.5302	6.93	856	0.136	1273	2695	1	
model_G0QNB9	model_Q63269	model	model	ITPR	ITPR	IMG5_057070	ITPR3	0.5443	0.2822	0.5443	7.03	882	0.118	1273	2670	1	
model_G0QNB9	model_Q8WSR4	model	model	ITPR	ITPR	IMG5_057070		0.5279	0.2713	0.5279	7.07	858	0.142	1273	2698	1	
model_G0QNB9	model_Q9Y0A1	model	model	ITPR	ITPR	IMG5_057070		0.5247	0.4028	0.5247	6.76	828	0.133	1273	1713	1	
model_G0QNB9	model_Q9Z329	model	model	ITPR	ITPR	IMG5_057070	ITPR2	0.5186	0.2686	0.5186	6.98	837	0.121	1273	2668	1	
model_G0QNB9	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	IMG5_057070	ITPR1	0.5069	0.3026	0.5069	7.41	842	0.127	1273	2300	1	
model_G0QNB9	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	IMG5_057070	ITPR2	0.5054	0.3171	0.5054	7.29	831	0.132	1273	2168	1	
model_G0QNB9	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	IMG5_057070	ITPR3	0.5097	0.3137	0.5097	7.04	828	0.127	1273	2210	1	
model_G0QNB9	reference_RYR1_9NMO	model	reference	ITPR	RYR	IMG5_057070	RYR1	0.4994	0.1607	0.4994	6.42	774	0.12	1273	4373	1	
model_G0QNB9	reference_RYR2_7U9X	model	reference	ITPR	RYR	IMG5_057070	RYR2	0.4986	0.1664	0.4986	6.62	780	0.129	1273	4224	1	
model_G0QNB9	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	IMG5_057070	ITPR3	0.5016	0.3134	0.5016	7.35	828	0.118	1273	2181	1	
model_G0QNB9	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	IMG5_057070	ITPR3	0.5257	0.3459	0.5257	7.03	850	0.129	1273	2047	1	
model_G0QNB9	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	IMG5_057070	ITPR3	0.5158	0.3092	0.5158	7.16	838	0.134	1273	2272	1	
model_G0QNB9	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	IMG5_057070	ITPR3	0.5079	0.3071	0.5079	7.42	844	0.123	1273	2268	1	
model_G0QNB9	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	IMG5_057070	ITPR3	0.3631	0.2415	0.3631	7.43	602	0.125	1273	2034	1	
model_P11881	model_P11881	model	model	ITPR	ITPR	ITPR1	ITPR1	1.0	1.0	1.0	0.0	2694	1.0	2694	2694	1	
model_P11881	model_P70227	model	model	ITPR	ITPR	ITPR1	ITPR3	0.868	0.8756	0.8756	4.92	2493	0.626	2694	2670	1	
model_P11881	model_Q14573	model	model	ITPR	ITPR	ITPR1	ITPR3	0.9176	0.9254	0.9254	3.8	2579	0.636	2694	2671	1	
model_P11881	model_Q14643	model	model	ITPR	ITPR	ITPR1	ITPR1	0.9845	0.9841	0.9845	1.96	2687	0.951	2694	2695	1	
model_P11881	model_Q63269	model	model	ITPR	ITPR	ITPR1	ITPR3	0.854	0.8614	0.8614	4.91	2464	0.626	2694	2670	1	
model_P11881	model_Q8WSR4	model	model	ITPR	ITPR	ITPR1		0.9462	0.9449	0.9462	3.4	2637	0.682	2694	2698	1	
model_P11881	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR1		0.4254	0.6446	0.6446	6.14	1293	0.336	2694	1713	1	
model_P11881	model_Q9Z329	model	model	ITPR	ITPR	ITPR1	ITPR2	0.8768	0.8849	0.8849	4.99	2545	0.682	2694	2668	1	
model_P11881	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR1	ITPR1	0.8	0.9312	0.9312	4.24	2289	0.869	2694	2300	1	
model_P11881	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR1	ITPR2	0.7589	0.9357	0.9357	4.04	2160	0.73	2694	2168	1	
model_P11881	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR1	ITPR3	0.6282	0.7508	0.7508	6.93	1978	0.583	2694	2210	1	
model_P11881	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR1	RYR1	0.6308	0.4113	0.6308	8.64	2138	0.133	2694	4373	1	
model_P11881	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR1	RYR2	0.6448	0.4312	0.6448	8.12	2130	0.139	2694	4224	1	
model_P11881	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7724	0.9498	0.9498	3.23	2151	0.67	2694	2181	1	
model_P11881	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.6489	0.8389	0.8389	5.67	1935	0.605	2694	2047	1	
model_P11881	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.6752	0.7879	0.7879	6.83	2112	0.536	2694	2272	1	
model_P11881	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7946	0.9399	0.9399	3.36	2222	0.682	2694	2268	1	
model_P11881	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.5626	0.7241	0.7241	7.1	1779	0.531	2694	2034	1	
model_P70227	model_P70227	model	model	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2670	1.0	2670	2670	1	
model_P70227	model_Q14573	model	model	ITPR	ITPR	ITPR3	ITPR3	0.9037	0.9034	0.9037	4.3	2548	0.882	2670	2671	1	
model_P70227	model_Q14643	model	model	ITPR	ITPR	ITPR3	ITPR1	0.8792	0.8713	0.8792	4.91	2505	0.628	2670	2695	1	
model_P70227	model_Q63269	model	model	ITPR	ITPR	ITPR3	ITPR3	0.9788	0.9788	0.9788	2.36	2662	0.97	2670	2670	1	
model_P70227	model_Q8WSR4	model	model	ITPR	ITPR	ITPR3		0.8816	0.8727	0.8816	4.42	2489	0.567	2670	2698	1	
model_P70227	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR3		0.4262	0.6401	0.6401	6.03	1283	0.314	2670	1713	1	
model_P70227	model_Q9Z329	model	model	ITPR	ITPR	ITPR3	ITPR2	0.8471	0.8477	0.8477	5.37	2459	0.648	2670	2668	1	
model_P70227	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR3	ITPR1	0.7982	0.9218	0.9218	3.79	2244	0.627	2670	2300	1	
model_P70227	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR3	ITPR2	0.7742	0.9474	0.9474	3.56	2163	0.709	2670	2168	1	
model_P70227	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR3	ITPR3	0.6486	0.7698	0.7698	6.78	2008	0.777	2670	2210	1	
model_P70227	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR3	RYR1	0.6221	0.4024	0.6221	8.8	2099	0.138	2670	4373	1	
model_P70227	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR3	RYR2	0.6282	0.4186	0.6282	8.68	2108	0.14	2670	4224	1	
model_P70227	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7976	0.9729	0.9729	2.48	2181	0.921	2670	2181	1	
model_P70227	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6584	0.8437	0.8437	5.51	1944	0.79	2670	2047	1	
model_P70227	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6878	0.7967	0.7967	6.56	2112	0.738	2670	2272	1	
model_P70227	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8115	0.9519	0.9519	3.09	2241	0.96	2670	2268	1	
model_P70227	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.5811	0.7422	0.7422	6.99	1815	0.711	2670	2034	1	
model_Q14573	model_Q14573	model	model	ITPR	ITPR	ITPR3	ITPR3	1.0	1.0	1.0	0.0	2671	1.0	2671	2671	1	
model_Q14573	model_Q14643	model	model	ITPR	ITPR	ITPR3	ITPR1	0.9227	0.9147	0.9227	3.79	2576	0.636	2671	2695	1	
model_Q14573	model_Q63269	model	model	ITPR	ITPR	ITPR3	ITPR3	0.896	0.8963	0.8963	4.62	2550	0.896	2671	2670	1	
model_Q14573	model_Q8WSR4	model	model	ITPR	ITPR	ITPR3		0.9101	0.9013	0.9101	4.25	2575	0.582	2671	2698	1	
model_Q14573	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR3		0.436	0.6563	0.6563	5.84	1305	0.33	2671	1713	1	
model_Q14573	model_Q9Z329	model	model	ITPR	ITPR	ITPR3	ITPR2	0.8877	0.8886	0.8886	4.78	2538	0.645	2671	2668	1	
model_Q14573	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR3	ITPR1	0.8052	0.9292	0.9292	4.22	2290	0.618	2671	2300	1	
model_Q14573	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR3	ITPR2	0.763	0.9322	0.9322	4.2	2165	0.712	2671	2168	1	
model_Q14573	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR3	ITPR3	0.6308	0.7482	0.7482	6.99	1972	0.785	2671	2210	1	
model_Q14573	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR3	RYR1	0.6268	0.4059	0.6268	8.57	2108	0.141	2671	4373	1	
model_Q14573	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR3	RYR2	0.6408	0.4262	0.6408	8.26	2118	0.144	2671	4224	1	
model_Q14573	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.7852	0.9574	0.9574	3.32	2172	0.922	2671	2181	1	
model_Q14573	state_panel_ITPR3_7T3P	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6601	0.8469	0.8469	5.41	1942	0.801	2671	2047	1	
model_Q14573	state_panel_ITPR3_8TKF	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.6869	0.7952	0.7952	6.64	2125	0.746	2671	2272	1	
model_Q14573	state_panel_ITPR3_8TKH	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.8092	0.9493	0.9493	3.33	2243	0.965	2671	2268	1	
model_Q14573	state_panel_ITPR3_8TLA	model	state_panel	ITPR	ITPR	ITPR3	ITPR3	0.5679	0.7253	0.7253	7.13	1785	0.731	2671	2034	1	
model_Q14643	model_Q14643	model	model	ITPR	ITPR	ITPR1	ITPR1	1.0	1.0	1.0	0.0	2695	1.0	2695	2695	1	
model_Q14643	model_Q63269	model	model	ITPR	ITPR	ITPR1	ITPR3	0.8595	0.8672	0.8672	5.01	2487	0.63	2695	2670	1	
model_Q14643	model_Q8WSR4	model	model	ITPR	ITPR	ITPR1		0.9428	0.9417	0.9428	3.41	2629	0.688	2695	2698	1	
model_Q14643	model_Q9Y0A1	model	model	ITPR	ITPR	ITPR1		0.4264	0.6444	0.6444	6.37	1309	0.333	2695	1713	1	
model_Q14643	model_Q9Z329	model	model	ITPR	ITPR	ITPR1	ITPR2	0.8863	0.8949	0.8949	4.68	2555	0.672	2695	2668	1	
model_Q14643	reference_ITPR1_7LHF	model	reference	ITPR	ITPR	ITPR1	ITPR1	0.7987	0.9298	0.9298	4.23	2291	0.88	2695	2300	1	
model_Q14643	reference_ITPR2_9YKK	model	reference	ITPR	ITPR	ITPR1	ITPR2	0.76	0.9373	0.9373	3.94	2162	0.727	2695	2168	1	
model_Q14643	reference_ITPR3_8TKG	model	reference	ITPR	ITPR	ITPR1	ITPR3	0.6334	0.7582	0.7582	6.7	1975	0.594	2695	2210	1	
model_Q14643	reference_RYR1_9NMO	model	reference	ITPR	RYR	ITPR1	RYR1	0.6332	0.4126	0.6332	8.58	2137	0.133	2695	4373	1	
model_Q14643	reference_RYR2_7U9X	model	reference	ITPR	RYR	ITPR1	RYR2	0.6486	0.4332	0.6486	7.99	2129	0.147	2695	4224	1	
model_Q14643	state_panel_ITPR3_6DQJ	model	state_panel	ITPR	ITPR	ITPR1	ITPR3	0.7738	0.9512	0.9512	3.61	2170	0.673	2695	2181	1	
