accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	s2_call	s2_arch_call	s2_reason	s2_arch	s2_group	is_seed
A0A2K5NDH8	RYR	high	architecture	ryr.hmm wins by 7043.3 bits (90.5% of 7779.6) over 4861 profile positions	736.3	7779.6	7043.3	0.9054	5.4e-221	0	0	0.769	0.986	2064	4861	0.992	4975		Cercocebus atys	9531	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5NDL3	RYR	high	architecture	ryr.hmm wins by 7088.9 bits (90.6% of 7825.6) over 4826 profile positions	736.7	7825.6	7088.9	0.9059	4.2e-221	0	0	0.769	0.979	2064	4826	0.99	4987		Cercocebus atys	9531	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5NJ04	ITPR	high	architecture	itpr.hmm wins by 3899.7 bits (90.1% of 4328.5) over 2587 profile positions	4328.5	428.8	3899.7	0.9009	0	1.7e-128	0	0.964	0.271	2587	1336	0.982	2725		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5NJ10	ITPR	high	architecture	itpr.hmm wins by 3895.8 bits (90.1% of 4324.6) over 2587 profile positions	4324.6	428.8	3895.8	0.9008	0	1.7e-128	0	0.964	0.271	2587	1336	0.982	2717		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5NJ24	ITPR	medium	partial	itpr.hmm wins by 1464.1 bits (90.2% of 1622.7) over 974 profile positions	1622.7	158.6	1464.1	0.9023	0	4.4e-47	0	0.363	0.125	974	616	0.967	1021		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5NJA4	ITPR	high	architecture	itpr.hmm wins by 3894.2 bits (90.1% of 4322.9) over 2582 profile positions	4322.9	428.7	3894.2	0.9008	0	1.9e-128	0	0.962	0.27	2582	1331	0.98	2745		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5NJA6	ITPR	medium	partial	itpr.hmm wins by 873.9 bits (87.7% of 996.6) over 580 profile positions	996.6	122.7	873.9	0.8769	1.9e-299	2.8e-36	1.9e-299	0.216	0.102	580	503	0.926	631		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5NJB0	ITPR	high	architecture	itpr.hmm wins by 3894.1 bits (90.1% of 4320.6) over 2582 profile positions	4320.6	426.5	3894.1	0.9013	0	8.5e-128	0	0.962	0.27	2582	1331	0.98	2730		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5NJE1	ITPR	high	architecture	itpr.hmm wins by 3904.2 bits (90.1% of 4331.6) over 2582 profile positions	4331.6	427.4	3904.2	0.9013	0	4.6e-128	0	0.962	0.271	2582	1336	0.986	2686		Cercocebus atys	9531	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Q1S7	RYR	high	architecture	ryr.hmm wins by 7361.1 bits (91.0% of 8090.1) over 4876 profile positions	729.0	8090.1	7361.1	0.9099	8.6e-219	0	0	0.758	0.989	2034	4876	0.999	4986	RYR1	Cebus imitator	2715852	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5Q235	RYR	high	architecture	ryr.hmm wins by 7158.3 bits (90.8% of 7883.0) over 4910 profile positions	724.7	7883.0	7158.3	0.9081	1.8e-217	0	0	0.735	0.996	1973	4910	0.997	4990	RYR1	Cebus imitator	2715852	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5Q251	RYR	high	architecture	ryr.hmm wins by 7080.8 bits (91.0% of 7785.7) over 4910 profile positions	704.9	7785.7	7080.8	0.9095	1.7e-211	0	0	0.725	0.996	1946	4910	0.997	4972	RYR1	Cebus imitator	2715852	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5Q278	RYR	high	architecture	ryr.hmm wins by 7108.9 bits (90.8% of 7832.3) over 4851 profile positions	723.4	7832.3	7108.9	0.9076	4.4e-217	0	0	0.732	0.984	1965	4851	0.996	4940	RYR1	Cebus imitator	2715852	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5QVB1	ITPR	medium	partial	itpr.hmm wins by 986.4 bits (75.0% of 1314.9) over 679 profile positions	1314.9	328.5	986.4	0.7502	0	2.8e-98	0	0.253	0.091	679	449	0.989	721	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	unassigned	itpr_arch_partial=3/5;symbol=ITPR	3	Vertebrata	0
A0A2K5R130	ITPR	high	architecture	itpr.hmm wins by 3897.1 bits (90.0% of 4331.0) over 2582 profile positions	4331.0	433.9	3897.1	0.8998	0	4.9e-130	0	0.962	0.27	2582	1331	0.992	2712	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R169	ITPR	high	architecture	itpr.hmm wins by 3903.9 bits (90.0% of 4337.9) over 2582 profile positions	4337.9	434.0	3903.9	0.9	0	4.7e-130	0	0.962	0.27	2582	1331	0.992	2699	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R188	ITPR	high	architecture	itpr.hmm wins by 3831.0 bits (89.8% of 4265.1) over 2582 profile positions	4265.1	434.1	3831.0	0.8982	0	4.2e-130	0	0.962	0.27	2582	1331	0.992	2681	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R1C5	ITPR	high	architecture	itpr.hmm wins by 3901.3 bits (90.0% of 4335.2) over 2582 profile positions	4335.2	433.9	3901.3	0.8999	0	5.1e-130	0	0.962	0.27	2582	1331	0.989	2720	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R1F2	ITPR	medium	partial	itpr.hmm wins by 1454.5 bits (90.2% of 1613.3) over 947 profile positions	1613.3	158.8	1454.5	0.9016	0	3.7e-47	0	0.353	0.125	947	616	0.987	977	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	unassigned	itpr_arch_partial=3/5;symbol=ITPR	3	Vertebrata	0
A0A2K5R1K8	ITPR	medium	partial	itpr.hmm wins by 870.2 bits (87.6% of 993.0) over 572 profile positions	993.0	122.8	870.2	0.8763	2.3e-298	2.6e-36	2.3e-298	0.213	0.102	572	503	0.924	621	ITPR1	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	unassigned	itpr_arch_partial=3/5;symbol=ITPR	3	Vertebrata	0
A0A2K5R5T6	ITPR	high	architecture	itpr.hmm wins by 3628.3 bits (89.6% of 4047.2) over 2630 profile positions	4047.2	418.9	3628.3	0.8965	0	1.7e-125	0	0.98	0.26	2630	1282	0.999	2671	ITPR3	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R5Y3	ITPR	high	architecture	itpr.hmm wins by 3597.7 bits (89.6% of 4016.5) over 2630 profile positions	4016.5	418.8	3597.7	0.8957	0	1.8e-125	0	0.98	0.26	2630	1282	0.999	2687	ITPR3	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R631	ITPR	high	architecture	itpr.hmm wins by 3599.7 bits (89.6% of 4018.6) over 2630 profile positions	4018.6	418.9	3599.7	0.8958	0	1.6e-125	0	0.98	0.26	2630	1282	0.999	2663	ITPR3	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5R635	ITPR	high	architecture	itpr.hmm wins by 3613.7 bits (89.6% of 4032.6) over 2630 profile positions	4032.6	418.9	3613.7	0.8961	0	1.6e-125	0	0.98	0.26	2630	1282	0.999	2662	ITPR3	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5RAV4	RYR	high	architecture	ryr.hmm wins by 7298.1 bits (91.1% of 8009.9) over 4841 profile positions	711.8	8009.9	7298.1	0.9111	1.4e-213	0	0	0.7	0.982	1879	4841	0.995	4853	RYR3	Cebus imitator	2715852	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5RB62	RYR	high	architecture	ryr.hmm wins by 7284.7 bits (91.1% of 7997.5) over 4856 profile positions	712.8	7997.5	7284.7	0.9109	6.6e-214	0	0	0.7	0.985	1879	4856	0.998	4846	RYR3	Cebus imitator	2715852	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5RZ39	ITPR	high	architecture	itpr.hmm wins by 3820.2 bits (89.5% of 4268.7) over 2630 profile positions	4268.7	448.5	3820.2	0.8949	0	1.9e-134	0	0.98	0.246	2630	1213	0.997	2701	ITPR2	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A2K5RZ45	unassigned	none	module	itpr.hmm matched only 177 profile positions (< 200) — a shared module, not a family assignment	317.0	26.3	290.7	0.917	1.3e-94	3e-07	1.3e-94	0.066	0.017	177	84	0.967	181	ITPR2	Cebus imitator	2715852	0	Inositol 1,4,5-trisphosphate receptor	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A2K5SDZ7	RYR	high	architecture	ryr.hmm wins by 7593.4 bits (91.5% of 8303.0) over 4866 profile positions	709.6	8303.0	7593.4	0.9145	6e-213	0	0	0.708	0.987	1900	4866	0.996	4922	RYR2	Cebus imitator	2715852	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5SE34	RYR	high	architecture	ryr.hmm wins by 7466.1 bits (91.4% of 8172.2) over 4876 profile positions	706.1	8172.2	7466.1	0.9136	7e-212	0	0	0.677	0.989	1817	4876	0.999	4901	RYR2	Cebus imitator	2715852	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5SE41	RYR	high	architecture	ryr.hmm wins by 7449.4 bits (91.3% of 8155.5) over 4876 profile positions	706.1	8155.5	7449.4	0.9134	7.3e-212	0	0	0.676	0.989	1814	4876	0.999	4893	RYR2	Cebus imitator	2715852	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5SE42	RYR	high	architecture	ryr.hmm wins by 7453.3 bits (91.3% of 8162.0) over 4831 profile positions	708.7	8162.0	7453.3	0.9132	1.2e-212	0	0	0.683	0.98	1833	4831	0.995	4871	RYR2	Cebus imitator	2715852	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5SE69	RYR	high	architecture	ryr.hmm wins by 7579.0 bits (91.5% of 8286.7) over 4910 profile positions	707.7	8286.7	7579.0	0.9146	2.4e-212	0	0	0.699	0.996	1876	4910	1.0	4910	RYR2	Cebus imitator	2715852	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A2K5TUI8	RYR	high	architecture	ryr.hmm wins by 7777.0 bits (91.3% of 8515.1) over 4930 profile positions	738.1	8515.1	7777.0	0.9133	1.6e-221	0	0	0.744	1.0	1997	4930	1.0	4967		Macaca fascicularis	9541	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5TUY5	RYR	high	architecture	ryr.hmm wins by 7727.3 bits (91.3% of 8466.6) over 4910 profile positions	739.3	8466.6	7727.3	0.9127	7.1e-222	0	0	0.721	0.996	1935	4910	1.0	4950		Macaca fascicularis	9541	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5VAE8	ITPR	high	architecture	itpr.hmm wins by 3826.9 bits (89.4% of 4278.9) over 2630 profile positions	4278.9	452.0	3826.9	0.8944	0	1.8e-135	0	0.98	0.246	2630	1213	0.998	2700		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W261	ITPR	high	architecture	itpr.hmm wins by 4003.9 bits (90.2% of 4438.1) over 2636 profile positions	4438.1	434.2	4003.9	0.9022	0	4e-130	0	0.982	0.27	2636	1331	1.0	2744		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W297	ITPR	medium	partial	itpr.hmm wins by 987.6 bits (75.1% of 1315.6) over 679 profile positions	1315.6	328.0	987.6	0.7507	0	3.9e-98	0	0.253	0.091	679	449	0.989	721		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5W2A2	ITPR	high	architecture	itpr.hmm wins by 3891.2 bits (89.9% of 4326.4) over 2566 profile positions	4326.4	435.2	3891.2	0.8994	0	2e-130	0	0.956	0.27	2566	1331	0.997	2694		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W2H1	ITPR	high	architecture	itpr.hmm wins by 4004.9 bits (90.2% of 4440.9) over 2636 profile positions	4440.9	436.0	4004.9	0.9018	0	1.2e-130	0	0.982	0.27	2636	1331	1.0	2758		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W2I8	ITPR	high	architecture	itpr.hmm wins by 3904.6 bits (90.0% of 4339.4) over 2566 profile positions	4339.4	434.8	3904.6	0.8998	0	2.7e-130	0	0.956	0.27	2566	1331	0.997	2646		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W2M0	ITPR	high	architecture	itpr.hmm wins by 3759.7 bits (90.1% of 4173.1) over 2469 profile positions	4173.1	413.4	3759.7	0.9009	0	7.3e-124	0	0.92	0.247	2469	1218	0.997	2538		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5W2N9	ITPR	medium	partial	itpr.hmm wins by 873.9 bits (87.7% of 996.6) over 580 profile positions	996.6	122.7	873.9	0.8769	1.9e-299	2.8e-36	1.9e-299	0.216	0.102	580	503	0.926	631		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5WCY4	RYR	high	architecture	ryr.hmm wins by 7545.2 bits (91.0% of 8289.8) over 4861 profile positions	744.6	8289.8	7545.2	0.9102	1.7e-223	0	0	0.701	0.986	1881	4861	1.0	4873		Macaca fascicularis	9541	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5WD17	RYR	high	architecture	ryr.hmm wins by 7551.5 bits (91.0% of 8297.1) over 4861 profile positions	745.6	8297.1	7551.5	0.9101	8.5e-224	0	0	0.701	0.986	1881	4861	1.0	4870		Macaca fascicularis	9541	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5WD68	RYR	high	architecture	ryr.hmm wins by 7541.8 bits (91.0% of 8287.7) over 4861 profile positions	745.9	8287.7	7541.8	0.91	7.3e-224	0	0	0.701	0.986	1881	4861	1.0	4865		Macaca fascicularis	9541	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5WD93	RYR	high	architecture	ryr.hmm wins by 7520.5 bits (91.0% of 8267.7) over 4871 profile positions	747.2	8267.7	7520.5	0.9096	2.8e-224	0	0	0.703	0.988	1887	4871	1.0	4859		Macaca fascicularis	9541	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5WYE9	ITPR	high	architecture	itpr.hmm wins by 3617.5 bits (89.6% of 4039.2) over 2630 profile positions	4039.2	421.7	3617.5	0.8956	0	2.4e-126	0	0.98	0.26	2630	1282	0.999	2664		Macaca fascicularis	9541	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5XRX9	ITPR	high	architecture	itpr.hmm wins by 3686.0 bits (89.0% of 4143.2) over 2598 profile positions	4143.2	457.2	3686.0	0.8897	0	5e-137	0	0.968	0.246	2598	1213	0.991	2663		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5XS20	unassigned	none	module	itpr.hmm matched only 145 profile positions (< 200) — a shared module, not a family assignment	259.2	26.5	232.7	0.8978	3.5e-77	2.7e-07	3.5e-77	0.054	0.017	145	84	0.96	150		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A2K5XS32	ITPR	high	architecture	itpr.hmm wins by 3574.1 bits (88.9% of 4020.6) over 2491 profile positions	4020.6	446.5	3574.1	0.8889	0	7.8e-134	0	0.928	0.222	2491	1094	0.975	2622		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5XS50	ITPR	high	architecture	itpr.hmm wins by 3717.7 bits (89.1% of 4173.9) over 2598 profile positions	4173.9	456.2	3717.7	0.8907	0	9.3e-137	0	0.968	0.246	2598	1213	0.998	2655		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5XXS5	ITPR	medium	partial	itpr.hmm wins by 986.9 bits (75.0% of 1315.0) over 679 profile positions	1315.0	328.1	986.9	0.7505	0	3.9e-98	0	0.253	0.091	679	449	0.989	721		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5Y2H4	ITPR	high	architecture	itpr.hmm wins by 3903.2 bits (90.0% of 4338.1) over 2582 profile positions	4338.1	434.9	3903.2	0.8997	0	2.5e-130	0	0.962	0.302	2582	1489	0.986	2731		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Y2K8	ITPR	high	architecture	itpr.hmm wins by 3910.1 bits (90.0% of 4345.1) over 2582 profile positions	4345.1	435.0	3910.1	0.8999	0	2.4e-130	0	0.962	0.302	2582	1489	0.986	2723		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Y2L6	ITPR	high	architecture	itpr.hmm wins by 3909.2 bits (90.0% of 4344.3) over 2582 profile positions	4344.3	435.1	3909.2	0.8998	0	2.2e-130	0	0.962	0.303	2582	1494	0.988	2713		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Y2P1	RYR	high	architecture	ryr.hmm wins by 7464.8 bits (91.5% of 8162.6) over 4812 profile positions	697.8	8162.6	7464.8	0.9145	2.2e-209	0	0	0.671	0.976	1801	4812	0.995	4862		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Y2P8	ITPR	medium	partial	itpr.hmm wins by 1477.6 bits (90.3% of 1636.2) over 977 profile positions	1636.2	158.6	1477.6	0.9031	0	4.2e-47	0	0.364	0.125	977	616	0.985	1007		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5Y2R7	ITPR	medium	partial	itpr.hmm wins by 873.9 bits (87.7% of 996.6) over 580 profile positions	996.6	122.7	873.9	0.8769	1.9e-299	2.8e-36	1.9e-299	0.216	0.102	580	503	0.926	631		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A2K5Y2U6	RYR	high	architecture	ryr.hmm wins by 7330.3 bits (91.3% of 8032.3) over 4812 profile positions	702.0	8032.3	7330.3	0.9126	1.2e-210	0	0	0.671	0.976	1801	4812	0.996	4856		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Y2V2	RYR	high	architecture	ryr.hmm wins by 7337.9 bits (91.3% of 8038.2) over 4812 profile positions	700.3	8038.2	7337.9	0.9129	4e-210	0	0	0.671	0.976	1801	4812	0.995	4862		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Y2V6	RYR	high	architecture	ryr.hmm wins by 7336.9 bits (91.3% of 8037.4) over 4812 profile positions	700.5	8037.4	7336.9	0.9128	3.5e-210	0	0	0.671	0.976	1801	4812	0.996	4857		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Y2Y2	RYR	high	architecture	ryr.hmm wins by 7444.9 bits (91.4% of 8142.1) over 4812 profile positions	697.2	8142.1	7444.9	0.9144	3.5e-209	0	0	0.671	0.976	1801	4812	0.998	4843		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Y2Z6	RYR	high	architecture	ryr.hmm wins by 7349.8 bits (91.3% of 8051.2) over 4812 profile positions	701.4	8051.2	7349.8	0.9129	1.9e-210	0	0	0.678	0.976	1820	4812	0.996	4838		Mandrillus leucophaeus	9568	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K5Z326	ITPR	high	architecture	itpr.hmm wins by 3629.7 bits (89.6% of 4052.6) over 2630 profile positions	4052.6	422.9	3629.7	0.8956	0	1e-126	0	0.98	0.26	2630	1282	0.999	2671		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Z363	ITPR	high	architecture	itpr.hmm wins by 3384.7 bits (93.1% of 3635.1) over 2448 profile positions	3635.1	250.4	3384.7	0.9311	0	9.6e-75	0	0.912	0.249	2448	1228	0.982	2536		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Z396	ITPR	high	architecture	itpr.hmm wins by 3597.9 bits (90.0% of 4000.0) over 2630 profile positions	4000.0	402.1	3597.9	0.8995	0	1.9e-120	0	0.98	0.26	2630	1282	0.999	2666		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5Z3B2	ITPR	high	architecture	itpr.hmm wins by 3612.6 bits (90.0% of 4014.6) over 2630 profile positions	4014.6	402.0	3612.6	0.8999	0	2e-120	0	0.98	0.26	2630	1282	0.999	2675		Mandrillus leucophaeus	9568	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A2K5ZPV5	RYR	high	architecture	ryr.hmm wins by 6560.7 bits (90.4% of 7255.8) over 4407 profile positions	695.1	7255.8	6560.7	0.9042	1.5e-208	0	0	0.732	0.894	1965	4407	0.963	4628		Mandrillus leucophaeus	9568	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6AEX2	RYR	high	architecture	ryr.hmm wins by 7233.5 bits (91.6% of 7897.7) over 4782 profile positions	664.2	7897.7	7233.5	0.9159	3e-199	0	0	0.677	0.97	1817	4782	0.992	4804		Mandrillus leucophaeus	9568	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6AF10	RYR	high	architecture	ryr.hmm wins by 7089.2 bits (91.4% of 7756.1) over 4782 profile positions	666.9	7756.1	7089.2	0.914	4.6e-200	0	0	0.677	0.97	1817	4782	0.992	4794		Mandrillus leucophaeus	9568	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATA6	RYR	high	architecture	ryr.hmm wins by 7680.3 bits (91.2% of 8421.9) over 4910 profile positions	741.6	8421.9	7680.3	0.9119	1.4e-222	0	0	0.721	0.996	1935	4910	0.998	4951		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A2K6ATC1	RYR	high	architecture	ryr.hmm wins by 7579.2 bits (91.1% of 8317.4) over 4910 profile positions	738.2	8317.4	7579.2	0.9112	1.5e-221	0	0	0.702	0.996	1884	4910	0.998	4931		Macaca nemestrina	9545	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
