accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	s2_call	s2_arch_call	s2_reason	s2_arch	s2_group	is_seed
A0A085LRI9	RYR	high	architecture	ryr.hmm wins by 5264.1 bits (88.2% of 5967.3) over 4910 profile positions	703.2	5967.3	5264.1	0.8822	5.2e-211	0	0	0.703	0.996	1887	4910	0.982	5145	M513_11549	Trichuris suis	68888	0	Ryanodine receptor 44F	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Metazoa (non-vertebrate)	0
A0A087R6Z5	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.8e-33	1.8e-33	0.0	0.014	0	69	0.986	73	AS27_01519	Aptenodytes forsteri	9233	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A087TIZ3	RYR	medium	partial	ryr.hmm wins by 1300.7 bits (87.5% of 1486.5) over 922 profile positions	185.8	1486.5	1300.7	0.875	5e-55	0	0	0.237	0.187	636	922	0.999	919	X975_01125	Stegodyphus mimosarum	407821	0	Ryanodine receptor 44F (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026	3	Metazoa (non-vertebrate)	0
A0A087TIZ4	RYR	medium	partial	ryr.hmm wins by 1773.0 bits (95.3% of 1860.8) over 1504 profile positions	87.8	1860.8	1773.0	0.9528	1.7e-25	0	0	0.139	0.305	373	1504	0.998	1626	X975_01126	Stegodyphus mimosarum	407821	0	Ryanodine receptor 44F (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119	1	Metazoa (non-vertebrate)	0
A0A087UU98	unassigned	none	module	itpr.hmm matched only 180 profile positions (< 200) — a shared module, not a family assignment	307.4	46.1	261.3	0.85	1e-91	3.3e-13	1e-91	0.067	0.026	180	128	1.0	177	X975_03089	Stegodyphus mimosarum	407821	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Metazoa (non-vertebrate)	0
A0A087UU99	unassigned	none	module	itpr.hmm matched only 156 profile positions (< 200) — a shared module, not a family assignment	213.5	0.0	213.5	1.0	2.1e-63		2.1e-63	0.058	0.0	156	0	1.0	159	X975_03090	Stegodyphus mimosarum	407821	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Metazoa (non-vertebrate)	0
A0A087UUA0	unassigned	none	module	itpr.hmm matched only 134 profile positions (< 200) — a shared module, not a family assignment	176.3	27.0	149.3	0.8469	3.5e-52	1.9e-07	3.5e-52	0.05	0.013	134	64	0.993	142	X975_03091	Stegodyphus mimosarum	407821	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Metazoa (non-vertebrate)	0
A0A087UUA3	ITPR	medium	partial	itpr.hmm wins by 480.1 bits (100.0% of 480.1) over 290 profile positions; no ryr.hmm hit	480.1	0.0	480.1	1.0	9.2e-144		9.2e-144	0.108	0.0	290	0	1.0	290	X975_03094	Stegodyphus mimosarum	407821	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Metazoa (non-vertebrate)	0
A0A087UUA7	ITPR	medium	partial	itpr.hmm wins by 383.0 bits (92.7% of 413.3) over 258 profile positions	413.3	30.3	383.0	0.9267	1.2e-123	1.9e-08	1.2e-123	0.096	0.028	258	138	0.996	264	X975_03098	Stegodyphus mimosarum	407821	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Metazoa (non-vertebrate)	0
A0A087V716	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.8e-33	1.8e-33	0.0	0.014	0	69	0.986	73	N312_12170	Balearica regulorum gibbericeps	100784	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A087V7R1	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.7	106.7	1.0		1.8e-31	1.8e-31	0.0	0.015	0	74	0.974	76	N312_12823	Balearica regulorum gibbericeps	100784	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A087VFN4	RYR	medium	partial	ryr.hmm wins by 310.6 bits (100.0% of 310.6) over 286 profile positions; no itpr.hmm hit	0.0	310.6	310.6	1.0		7.1e-93	7.1e-93	0.0	0.058	0	286	1.0	273	N312_03192	Balearica regulorum gibbericeps	100784	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A087VQE3	ITPR	high	architecture	itpr.hmm wins by 2426.5 bits (93.8% of 2586.1) over 1618 profile positions	2586.1	159.6	2426.5	0.9383	0	2.1e-47	0	0.603	0.168	1618	828	1.0	1637	N312_09773	Balearica regulorum gibbericeps	100784	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A087XJU3	ITPR	high	architecture	itpr.hmm wins by 3333.0 bits (92.0% of 3624.2) over 2292 profile positions	3624.2	291.2	3333.0	0.9197	0	4.7e-87	0	0.854	0.218	2292	1075	1.0	2426		Poecilia formosa	48698	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_partial=4/5;length_in_band	4	Vertebrata	0
A0A087XLG9	RYR	high	architecture	ryr.hmm wins by 5238.5 bits (90.6% of 5783.4) over 3525 profile positions	544.9	5783.4	5238.5	0.9058	2.7e-163	0	0	0.484	0.715	1299	3525	0.999	3549		Poecilia formosa	48698	0	Uncharacterized protein	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	3	Vertebrata	0
A0A087XPK2	ITPR	high	architecture	itpr.hmm wins by 3748.5 bits (90.4% of 4145.9) over 2574 profile positions	4145.9	397.4	3748.5	0.9041	0	5e-119	0	0.959	0.217	2574	1070	1.0	2693		Poecilia formosa	48698	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A087Y2Z5	ITPR	high	architecture	itpr.hmm wins by 2158.8 bits (94.2% of 2292.8) over 1506 profile positions	2292.8	134.0	2158.8	0.9416	0	1.1e-39	0	0.561	0.143	1506	705	0.999	1517		Poecilia formosa	48698	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A087Y437	RYR	high	architecture	ryr.hmm wins by 7195.8 bits (91.0% of 7904.7) over 4836 profile positions	708.9	7904.7	7195.8	0.9103	9.8e-213	0	0	0.686	0.981	1841	4836	0.995	4867		Poecilia formosa	48698	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A087YBV3	RYR	high	architecture	ryr.hmm wins by 6223.3 bits (92.0% of 6761.8) over 4117 profile positions	538.5	6761.8	6223.3	0.9204	2.3e-161	0	0	0.554	0.835	1487	4117	1.0	4258		Poecilia formosa	48698	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	3	Vertebrata	0
A0A087YDC8	ITPR	high	architecture	itpr.hmm wins by 3496.5 bits (89.4% of 3909.3) over 2630 profile positions	3909.3	412.8	3496.5	0.8944	0	1.1e-123	0	0.98	0.284	2630	1400	0.998	2684		Poecilia formosa	48698	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A087YHP3	RYR	high	architecture	ryr.hmm wins by 7088.9 bits (90.8% of 7805.4) over 4841 profile positions	716.5	7805.4	7088.9	0.9082	5.2e-215	0	0	0.687	0.982	1844	4841	0.996	4852		Poecilia formosa	48698	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A087YKM4	RYR	high	architecture	ryr.hmm wins by 6004.2 bits (89.5% of 6708.3) over 4836 profile positions	704.1	6708.3	6004.2	0.895	2.8e-211	0	0	0.728	0.981	1954	4836	0.994	4896		Poecilia formosa	48698	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A087YMU7	RYR	high	architecture	ryr.hmm wins by 7319.8 bits (90.7% of 8071.7) over 4930 profile positions	751.9	8071.7	7319.8	0.9068	1.1e-225	0	0	0.778	1.0	2088	4930	1.0	4998		Poecilia formosa	48698	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A089FYX0	RYR	high	architecture	ryr.hmm wins by 6320.6 bits (90.0% of 7021.6) over 4925 profile positions	701.0	7021.6	6320.6	0.9002	2.4e-210	0	0	0.715	0.999	1919	4925	1.0	5133		Grapholitha molesta	499550	0	Ryanodine receptor	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Metazoa (non-vertebrate)	0
A0A090KQI1	ITPR	high	architecture	itpr.hmm wins by 2187.3 bits (85.9% of 2547.4) over 2606 profile positions	2547.4	360.1	2187.3	0.8586	0	8.8e-108	0	0.971	0.243	2606	1198	0.99	2979	SRAE_X000152300	Strongyloides ratti	34506	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Metazoa (non-vertebrate)	0
A0A090MUA7	RYR	high	architecture	ryr.hmm wins by 5673.1 bits (89.3% of 6351.6) over 4925 profile positions	678.5	6351.6	5673.1	0.8932	1.5e-203	0	0	0.711	0.999	1908	4925	0.998	5303	SRAE_1000038700	Strongyloides ratti	34506	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Metazoa (non-vertebrate)	0
A0A091CU82	ITPR	high	architecture	itpr.hmm wins by 3699.0 bits (90.8% of 4071.6) over 2491 profile positions	4071.6	372.6	3699.0	0.9085	0	1.5e-111	0	0.928	0.28	2491	1380	0.914	2857	H920_17057	Fukomys damarensis	885580	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091CUD0	ITPR	high	architecture	itpr.hmm wins by 3116.1 bits (89.9% of 3465.6) over 2418 profile positions	3465.6	349.5	3116.1	0.8992	0	1.3e-104	0	0.901	0.195	2418	961	0.964	2613	H920_15467	Fukomys damarensis	885580	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091DH65	RYR	high	architecture	ryr.hmm wins by 7081.1 bits (91.2% of 7765.5) over 4654 profile positions	684.4	7765.5	7081.1	0.9119	2.4e-205	0	0	0.705	0.944	1892	4654	0.996	4775	H920_08983	Fukomys damarensis	885580	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A091DQ63	RYR	high	architecture	ryr.hmm wins by 7711.5 bits (91.2% of 8450.5) over 4910 profile positions	739.0	8450.5	7711.5	0.9125	8.3e-222	0	0	0.746	0.996	2002	4910	1.0	4980	H920_04388	Fukomys damarensis	885580	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A091DQZ5	RYR	high	architecture	ryr.hmm wins by 5857.6 bits (95.2% of 6155.3) over 3974 profile positions	297.7	6155.3	5857.6	0.9516	8.9e-89	0	0	0.488	0.806	1310	3974	0.968	4208	H920_05514	Fukomys damarensis	885580	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	3	Vertebrata	0
A0A091DZN5	ITPR	high	architecture	itpr.hmm wins by 3752.1 bits (89.3% of 4199.7) over 2601 profile positions	4199.7	447.6	3752.1	0.8934	0	3.7e-134	0	0.969	0.247	2601	1218	0.961	2780	H920_02006	Fukomys damarensis	885580	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091ELT2	unassigned	none	module	itpr.hmm matched only 32 profile positions (< 200) — a shared module, not a family assignment	35.2	0.0	35.2	1.0	1.2e-09		1.2e-09	0.012	0.0	32	0	0.372	86	H920_02005	Fukomys damarensis	885580	0	Inositol 1,4,5-trisphosphate receptor type 2	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091EW40	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.8e-33	1.8e-33	0.0	0.014	0	69	0.986	73	N302_14464	Corvus brachyrhynchos	85066	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091F903	ITPR	high	architecture	itpr.hmm wins by 3409.9 bits (88.4% of 3855.0) over 2499 profile positions	3855.0	445.1	3409.9	0.8845	0	2.1e-133	0	0.931	0.27	2499	1331	0.975	2663	N302_05177	Corvus brachyrhynchos	85066	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091G574	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	111.6	111.6	1.0		6.1e-33	6.1e-33	0.0	0.014	0	69	0.986	73	N303_13424	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091GC17	RYR	high	architecture	ryr.hmm wins by 4723.9 bits (95.6% of 4941.5) over 2943 profile positions	217.6	4941.5	4723.9	0.956	1.2e-64	0	0	0.408	0.597	1095	2943	1.0	2957	N303_00742	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119	2	Vertebrata	0
A0A091GVF9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.0	106.0	1.0		3e-31	3e-31	0.0	0.015	0	74	0.974	76	N320_00053	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091H544	ITPR	medium	partial	itpr.hmm wins by 393.4 bits (93.7% of 419.7) over 279 profile positions	419.7	26.3	393.4	0.9373	1.5e-125	3.1e-07	1.5e-125	0.104	0.022	279	108	0.996	285	N320_02922	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091H7S9	unassigned	none	module	ryr.hmm matched only 158 profile positions (< 200) — a shared module, not a family assignment	0.0	235.0	235.0	1.0		4e-70	4e-70	0.0	0.032	0	158	0.648	244	N320_00176	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A091H8B4	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.8e-33	1.8e-33	0.0	0.014	0	69	0.986	73	N320_06306	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091HBJ0	ITPR	medium	partial	itpr.hmm wins by 414.4 bits (100.0% of 414.4) over 266 profile positions; no ryr.hmm hit	414.4	0.0	414.4	1.0	6e-124		6e-124	0.099	0.0	266	0	0.996	272	N320_00704	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091HSL2	ITPR	high	architecture	itpr.hmm wins by 3532.9 bits (88.8% of 3976.8) over 2491 profile positions	3976.8	443.9	3532.9	0.8884	0	4.9e-133	0	0.928	0.269	2491	1326	0.983	2675	N300_07903	Calypte anna	9244	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091I5D1	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	112.5	112.5	1.0		3.2e-33	3.2e-33	0.0	0.014	0	69	0.986	73	N300_14337	Calypte anna	9244	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091IH39	ITPR	high	architecture	itpr.hmm wins by 3712.4 bits (90.5% of 4103.2) over 2528 profile positions	4103.2	390.8	3712.4	0.9048	0	4.8e-117	0	0.942	0.256	2528	1262	0.974	2706	N300_04391	Calypte anna	9244	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091IQT4	ITPR	high	architecture	itpr.hmm wins by 3493.8 bits (88.8% of 3933.4) over 2574 profile positions	3933.4	439.6	3493.8	0.8882	0	9.4e-132	0	0.959	0.231	2574	1139	0.998	2655	Z169_15590	Egretta garzetta	188379	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091JKP9	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	112.6	112.6	1.0		3.1e-33	3.1e-33	0.0	0.014	0	69	0.986	73	Z169_01092	Egretta garzetta	188379	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091JMH3	ITPR	high	architecture	itpr.hmm wins by 3719.9 bits (89.8% of 4144.0) over 2531 profile positions	4144.0	424.1	3719.9	0.8977	0	4.4e-127	0	0.943	0.289	2531	1425	0.971	2722	Z169_04880	Egretta garzetta	188379	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091JXL0	ITPR	medium	partial	itpr.hmm wins by 391.1 bits (94.0% of 416.2) over 279 profile positions	416.2	25.1	391.1	0.9397	1.6e-124	7.3e-07	1.6e-124	0.104	0.022	279	108	0.996	285	N325_08962	Colius striatus	57412	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091K1S9	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	54.0	54.0	1.0		1.4e-15	1.4e-15	0.0	0.009	0	44	0.896	48	N325_11028	Colius striatus	57412	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091KHQ0	ITPR	high	architecture	itpr.hmm wins by 3609.0 bits (89.4% of 4036.5) over 2480 profile positions	4036.5	427.5	3609.0	0.8941	0	4.3e-128	0	0.924	0.256	2480	1262	0.971	2688	N324_08499	Chlamydotis macqueenii	187382	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A091KKT7	unassigned	none	module	ryr.hmm matched only 39 profile positions (< 200) — a shared module, not a family assignment	0.0	51.6	51.6	1.0		7.5e-15	7.5e-15	0.0	0.008	0	39	0.975	40	N324_01278	Chlamydotis macqueenii	187382	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091KPA8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.6	105.6	1.0		4.1e-31	4.1e-31	0.0	0.015	0	74	0.974	76	N325_08049	Colius striatus	57412	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091KQH4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.0	107.0	1.0		1.5e-31	1.5e-31	0.0	0.015	0	74	0.974	76	N324_01020	Chlamydotis macqueenii	187382	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091KRZ0	ITPR	high	architecture	itpr.hmm wins by 2425.8 bits (94.0% of 2579.9) over 1618 profile positions	2579.9	154.1	2425.8	0.9403	0	9.7e-46	0	0.603	0.167	1618	823	1.0	1640	N324_12012	Chlamydotis macqueenii	187382	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A091KYC0	unassigned	none	module	ryr.hmm matched only 197 profile positions (< 200) — a shared module, not a family assignment	0.0	249.2	249.2	1.0		2.2e-74	2.2e-74	0.0	0.04	0	197	0.79	248	N324_05619	Chlamydotis macqueenii	187382	0	Ryanodine receptor 3 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A091L2J7	RYR	medium	partial	ryr.hmm wins by 306.2 bits (100.0% of 306.2) over 286 profile positions; no itpr.hmm hit	0.0	306.2	306.2	1.0		1.5e-91	1.5e-91	0.0	0.058	0	286	1.0	264	N325_10117	Colius striatus	57412	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A091LFC2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.0	107.0	1.0		1.5e-31	1.5e-31	0.0	0.015	0	74	0.974	76	N323_11534	Cathartes aura	43455	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091LRX3	RYR	high	architecture	ryr.hmm wins by 5162.0 bits (96.5% of 5346.6) over 3274 profile positions	184.6	5346.6	5162.0	0.9655	1.1e-54	0	0	0.356	0.664	956	3274	0.995	3275	N322_11888	Cariama cristata	54380	0	Ryanodine receptor 3 (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119	1	Vertebrata	0
A0A091LX29	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	N322_07258	Cariama cristata	54380	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091MA22	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	N323_04027	Cathartes aura	43455	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091MBN6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.4	105.4	1.0		4.5e-31	4.5e-31	0.0	0.015	0	74	0.974	76	N310_03451	Acanthisitta chloris	57068	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091MWX3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	104.9	104.9	1.0		6.5e-31	6.5e-31	0.0	0.015	0	74	0.974	76	N311_03730	Apaloderma vittatum	57397	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091NN28	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	N311_00832	Apaloderma vittatum	57397	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091NUY9	RYR	medium	partial	ryr.hmm wins by 265.1 bits (100.0% of 265.1) over 271 profile positions; no itpr.hmm hit	0.0	265.1	265.1	1.0		3.6e-79	3.6e-79	0.0	0.055	0	271	1.0	239	N310_05866	Acanthisitta chloris	57068	0	Ryanodine receptor 3 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A091P2X3	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	Itpr2_1	Haliaeetus albicilla	8969	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	ITPR	unassigned	itpr_arch_weak=1/5;symbol=ITPR	1	Vertebrata	0
A0A091Q5I4	ITPR	medium	partial	itpr.hmm wins by 391.9 bits (94.0% of 417.0) over 279 profile positions	417.0	25.1	391.9	0.9398	9.6e-125	7.3e-07	9.6e-125	0.104	0.022	279	108	0.996	285	N330_12371	Leptosomus discolor	188344	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091Q7E5	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.9	106.9	1.0		1.6e-31	1.6e-31	0.0	0.015	0	74	0.974	76	N330_03302	Leptosomus discolor	188344	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091QEF9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	107.2	107.2	1.0		1.3e-31	1.3e-31	0.0	0.015	0	74	0.974	76	N331_03182	Merops nubicus	57421	0	Ryanodine receptor 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091QIL7	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.8e-33	1.8e-33	0.0	0.014	0	69	0.986	73	N331_08892	Merops nubicus	57421	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091QV28	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	111.6	111.6	1.0		6.1e-33	6.1e-33	0.0	0.014	0	69	0.986	73	N332_01915	Mesitornis unicolor	54374	0	Ryanodine receptor 2 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091R441	RYR	high	architecture	ryr.hmm wins by 5697.7 bits (95.2% of 5982.6) over 3589 profile positions	284.9	5982.6	5697.7	0.9524	6.4e-85	0	0	0.442	0.728	1186	3589	0.998	3600	N331_12283	Merops nubicus	57421	0	Ryanodine receptor 2 (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119	3	Vertebrata	0
A0A091R4W2	ITPR	medium	partial	itpr.hmm wins by 391.6 bits (94.0% of 416.7) over 279 profile positions	416.7	25.1	391.6	0.9398	1.2e-124	7.3e-07	1.2e-124	0.104	0.022	279	108	0.996	285	N331_01437	Merops nubicus	57421	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A091R7I3	ITPR	medium	partial	itpr.hmm wins by 368.4 bits (92.9% of 396.4) over 266 profile positions	396.4	28.0	368.4	0.9294	1.5e-118	9.6e-08	1.5e-118	0.099	0.032	266	158	0.996	270	N331_12848	Merops nubicus	57421	0	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
